route_id,date,origin,destination,distance_km,avg_fare,currency,pax_boarded,load_factor,revenue,refunds_issued,is_govt_capped,cap_fare_limit,season_tag,avg_fare_inr,revenue_inr,refunds_issued_inr,currency_standardized,cap_applied_flag
LKO-DEL,2025-12-04,LKO,DEL,1115,9365.39,INR,51,0.27,477634.89,77,0,,PEAK_WEDDING,9365.39,477634.89,77,INR,False
GAU-BOM,2025-12-04,GAU,BOM,1292,11316.09,INR,32,0.17,366641.32,50,0,,PEAK_WEDDING,11316.09,366641.32,50,INR,False
GOI-SXR,2025-12-04,GOI,SXR,962,7859.89,INR,26,0.14,205143.13,36,0,,PEAK_WEDDING,7859.89,205143.13,36,INR,False
GAU-PAT,2025-12-04,GAU,PAT,2041,12352.01,INR,42,0.23,529901.23,89,1,18000.0,PEAK_WEDDING,12352.01,529901.23,89,INR,True
SXR-GOI,2025-12-04,SXR,GOI,1078,8158.43,INR,24,0.14,203144.91,39,0,,PEAK_WEDDING,8158.43,203144.91,39,INR,False
AMD-HYD,2025-12-04,AMD,HYD,363,6002.51,INR,44,0.24,266511.44,86,0,,PEAK_WEDDING,6002.51,266511.44,86,INR,False
IXC-PNQ,2025-12-04,IXC,PNQ,1293,8622.6,INR,46,0.25,400950.9,96,0,,PEAK_WEDDING,8622.6,400950.9,96,INR,False
COK-CCU,2025-12-04,COK,CCU,538,6444.94,INR,27,0.14,174013.38,39,0,,PEAK_WEDDING,6444.94,174013.38,39,INR,False
DEL-CCU,2025-12-04,DEL,CCU,1816,11318.1,INR,47,0.25,533082.51,71,1,18000.0,PEAK_WEDDING,11318.1,533082.51,71,INR,True
IXC-LKO,2025-12-04,IXC,LKO,2586,15681.83,INR,41,0.22,644523.21,81,1,18000.0,PEAK_WEDDING,15681.83,644523.21,81,INR,True
AMD-MAA,2025-12-04,AMD,MAA,2065,13488.73,INR,25,0.14,339916.0,37,1,18000.0,PEAK_WEDDING,13488.73,339916.0,37,INR,True
BOM-BHO,2025-12-04,BOM,BHO,675,7637.65,INR,53,0.29,410141.8,88,0,,PEAK_WEDDING,7637.65,410141.8,88,INR,False
AMD-PNQ,2025-12-04,AMD,PNQ,558,6976.12,INR,35,0.19,244861.81,62,0,,PEAK_WEDDING,6976.12,244861.81,62,INR,False
PNQ-HYD,2025-12-04,PNQ,HYD,463,6141.81,INR,38,0.21,237688.05,64,0,,PEAK_WEDDING,6141.81,237688.05,64,INR,False
IXB-LKO,2025-12-04,IXB,LKO,2660,17083.66,INR,52,0.28,891767.05,95,1,18000.0,PEAK_WEDDING,17083.66,891767.05,95,INR,True
VNS-ATQ,2025-12-04,VNS,ATQ,2651,199.46,USD,50,0.27,9992.95,74,1,18000.0,PEAK_WEDDING,16555.18,829414.8500000001,6142,INR,True
PNQ-LKO,2025-12-04,PNQ,LKO,1883,11902.37,INR,26,0.14,310651.86,53,1,18000.0,PEAK_WEDDING,11902.37,310651.86,53,INR,True
DEL-BOM,2025-12-04,DEL,BOM,1113,10021.09,INR,29,0.16,297626.37,58,0,,PEAK_WEDDING,10021.09,297626.37,58,INR,False
BOM-PNQ,2025-12-04,BOM,PNQ,604,7174.46,INR,30,0.16,215233.8,50,0,,PEAK_WEDDING,7174.46,215233.8,50,INR,False
GOI-PNQ,2025-12-04,GOI,PNQ,2484,16705.15,INR,46,0.25,776789.47,73,1,18000.0,PEAK_WEDDING,16705.15,776789.47,73,INR,True
AMD-PAT,2025-12-04,AMD,PAT,393,5021.2,INR,26,0.14,132559.68,50,0,,PEAK_WEDDING,5021.2,132559.68,50,INR,False
MAA-GAU,2025-12-04,MAA,GAU,2578,13968.04,INR,48,0.26,678846.74,97,1,18000.0,PEAK_WEDDING,13968.04,678846.74,97,INR,True
HYD-DEL,2025-12-04,HYD,DEL,478,5715.07,INR,54,0.29,313757.34,94,0,,PEAK_WEDDING,5715.07,313757.34,94,INR,False
IXC-ATQ,2025-12-04,IXC,ATQ,939,97.56,USD,39,0.21,3834.11,80,0,,PEAK_WEDDING,8097.4800000000005,318231.13,6640,INR,False
BLR-AMD,2025-12-04,BLR,AMD,2443,14425.22,INR,36,0.2,532290.62,68,1,18000.0,PEAK_WEDDING,14425.22,532290.62,68,INR,True
LKO-MAA,2025-12-04,LKO,MAA,1605,137.2,USD,34,0.19,4774.56,52,1,18000.0,PEAK_WEDDING,11387.599999999999,396288.48000000004,4316,INR,True
AMD-LKO,2025-12-04,AMD,LKO,1519,132.08,USD,54,0.29,7132.32,77,1,18000.0,PEAK_WEDDING,10962.640000000001,591982.5599999999,6391,INR,True
AMD-GAU,2025-12-04,AMD,GAU,2011,11729.97,INR,32,0.18,383570.02,60,1,18000.0,PEAK_WEDDING,11729.97,383570.02,60,INR,True
BHO-ATQ,2025-12-04,BHO,ATQ,1637,11144.82,INR,48,0.26,544981.7,79,1,18000.0,PEAK_WEDDING,11144.82,544981.7,79,INR,True
BOM-GOI,2025-12-04,BOM,GOI,2146,15060.64,INR,52,0.28,790683.6,96,1,18000.0,PEAK_WEDDING,15060.64,790683.6,96,INR,True
PAT-JAI,2025-12-04,PAT,JAI,439,5606.3,INR,55,0.3,309467.76,79,0,,PEAK_WEDDING,5606.3,309467.76,79,INR,False
ATQ-BOM,2025-12-04,ATQ,BOM,2773,16348.73,INR,28,0.16,470843.42,50,1,18000.0,PEAK_WEDDING,16348.73,470843.42,50,INR,True
AMD-DEL,2025-12-04,AMD,DEL,1975,159.23,USD,50,0.27,7977.42,83,1,18000.0,PEAK_WEDDING,13216.089999999998,662125.86,6889,INR,True
DEL-BHO,2025-12-04,DEL,BHO,1609,10747.16,INR,54,0.29,586794.94,104,1,18000.0,PEAK_WEDDING,10747.16,586794.94,104,INR,True
DEL-ATQ,2025-12-04,DEL,ATQ,497,5551.66,INR,35,0.19,198194.26,74,0,,PEAK_WEDDING,5551.66,198194.26,74,INR,False
LKO-AMD,2025-12-04,LKO,AMD,577,6706.29,INR,43,0.23,293735.5,76,0,,PEAK_WEDDING,6706.29,293735.5,76,INR,False
BHO-DEL,2025-12-04,BHO,DEL,1248,9193.08,INR,40,0.22,375077.66,81,0,,PEAK_WEDDING,9193.08,375077.66,81,INR,False
PAT-COK,2025-12-04,PAT,COK,1957,14446.02,INR,30,0.16,433380.6,47,1,18000.0,PEAK_WEDDING,14446.02,433380.6,47,INR,True
SXR-HYD,2025-12-04,SXR,HYD,2375,14286.62,INR,40,0.22,582894.1,79,1,18000.0,PEAK_WEDDING,14286.62,582894.1,79,INR,True
GOI-BLR,2025-12-04,GOI,BLR,1375,10964.81,INR,28,0.15,309207.64,43,0,,PEAK_WEDDING,10964.81,309207.64,43,INR,False
VNS-BOM,2025-12-04,VNS,BOM,1916,13659.36,INR,33,0.18,458954.5,49,1,18000.0,PEAK_WEDDING,13659.36,458954.5,49,INR,True
GAU-ATQ,2025-12-04,GAU,ATQ,1196,10054.05,INR,44,0.24,443383.6,84,0,,PEAK_WEDDING,10054.05,443383.6,84,INR,False
CCU-IXC,2025-12-04,CCU,IXC,327,5453.13,INR,49,0.26,268294.0,75,0,,PEAK_WEDDING,5453.13,268294.0,75,INR,False
SXR-AMD,2025-12-04,SXR,AMD,1793,11409.87,INR,37,0.2,431293.09,68,1,18000.0,PEAK_WEDDING,11409.87,431293.09,68,INR,True
CCU-VNS,2025-12-04,CCU,VNS,956,7974.92,INR,37,0.2,299059.5,60,0,,PEAK_WEDDING,7974.92,299059.5,60,INR,False
COK-BOM,2025-12-04,COK,BOM,530,5291.32,INR,51,0.28,271444.72,83,0,,PEAK_WEDDING,5291.32,271444.72,83,INR,False
IXC-IXB,2025-12-04,IXC,IXB,1174,8497.95,INR,54,0.29,458889.3,94,0,,PEAK_WEDDING,8497.95,458889.3,94,INR,False
MAA-BHO,2025-12-04,MAA,BHO,1194,8665.23,INR,40,0.22,348342.25,67,0,,PEAK_WEDDING,8665.23,348342.25,67,INR,False
AMD-VNS,2025-12-04,AMD,VNS,1502,9767.77,INR,40,0.22,392664.35,82,1,18000.0,PEAK_WEDDING,9767.77,392664.35,82,INR,True
AMD-CCU,2025-12-04,AMD,CCU,637,79.58,USD,33,0.18,2650.01,62,0,,PEAK_WEDDING,6605.139999999999,219950.83000000002,5146,INR,False
SXR-IXB,2025-12-04,SXR,IXB,1991,12520.44,INR,28,0.15,356832.54,53,1,18000.0,PEAK_WEDDING,12520.44,356832.54,53,INR,True
DEL-VNS,2025-12-04,DEL,VNS,2320,15047.58,INR,41,0.22,622969.81,64,1,18000.0,PEAK_WEDDING,15047.58,622969.81,64,INR,True
PNQ-CCU,2025-12-04,PNQ,CCU,2371,16628.21,INR,54,0.29,912888.73,86,1,18000.0,PEAK_WEDDING,16628.21,912888.73,86,INR,True
BHO-SXR,2025-12-04,BHO,SXR,603,77.56,USD,29,0.16,2280.26,61,0,,PEAK_WEDDING,6437.4800000000005,189261.58000000002,5063,INR,False
GAU-DEL,2025-12-04,GAU,DEL,1120,9588.76,INR,26,0.14,253143.26,39,0,,PEAK_WEDDING,9588.76,253143.26,39,INR,False
GAU-PNQ,2025-12-04,GAU,PNQ,1750,11239.9,INR,33,0.18,370916.7,55,1,18000.0,PEAK_WEDDING,11239.9,370916.7,55,INR,True
PAT-HYD,2025-12-04,PAT,HYD,1559,10990.65,INR,42,0.23,464904.49,78,1,18000.0,PEAK_WEDDING,10990.65,464904.49,78,INR,True
AMD-COK,2025-12-04,AMD,COK,958,98.69,USD,48,0.26,4766.73,90,0,,PEAK_WEDDING,8191.2699999999995,395638.58999999997,7470,INR,False
COK-GAU,2025-12-04,COK,GAU,653,6138.18,INR,49,0.26,301998.46,87,0,,PEAK_WEDDING,6138.18,301998.46,87,INR,False
MAA-BOM,2025-12-04,MAA,BOM,473,5839.84,INR,29,0.16,173443.25,50,0,,PEAK_WEDDING,5839.84,173443.25,50,INR,False
GOI-IXC,2025-12-04,GOI,IXC,1553,12540.21,INR,51,0.28,647074.84,106,1,18000.0,PEAK_WEDDING,12540.21,647074.84,106,INR,True
BOM-IXC,2025-12-04,BOM,IXC,1026,102.74,USD,55,0.3,5702.07,86,0,,PEAK_WEDDING,8527.42,473271.81,7138,INR,False
BHO-GAU,2025-12-04,BHO,GAU,682,82.26,USD,51,0.27,4195.26,92,0,,PEAK_WEDDING,6827.580000000001,348206.58,7636,INR,False
BOM-AMD,2025-12-04,BOM,AMD,2571,18125.75,INR,45,0.25,826534.2,75,1,18000.0,PEAK_WEDDING,18125.75,826534.2,75,INR,True
BOM-IXB,2025-12-04,BOM,IXB,736,7057.3,INR,47,0.25,332398.83,70,0,,PEAK_WEDDING,7057.3,332398.83,70,INR,False
BLR-DEL,2025-12-04,BLR,DEL,1965,13743.11,INR,55,0.3,762742.6,93,1,18000.0,PEAK_WEDDING,13743.11,762742.6,93,INR,True
DEL-COK,2025-12-04,DEL,COK,508,6298.62,INR,32,0.17,204075.29,66,0,,PEAK_WEDDING,6298.62,204075.29,66,INR,False
COK-SXR,2025-12-04,COK,SXR,608,7220.47,INR,29,0.16,214447.96,47,0,,PEAK_WEDDING,7220.47,214447.96,47,INR,False
JAI-SXR,2025-12-04,JAI,SXR,2659,18155.1,INR,44,0.24,811532.97,89,1,18000.0,PEAK_WEDDING,18155.1,811532.97,89,INR,True
BOM-LKO,2025-12-04,BOM,LKO,1886,13418.57,INR,50,0.27,676295.93,93,1,18000.0,PEAK_WEDDING,13418.57,676295.93,93,INR,True
GAU-IXC,2025-12-04,GAU,IXC,2335,180.65,USD,52,0.28,9429.93,95,1,18000.0,PEAK_WEDDING,14993.95,782684.1900000001,7885,INR,True
GAU-LKO,2025-12-04,GAU,LKO,1578,10087.56,INR,30,0.16,302626.8,55,1,18000.0,PEAK_WEDDING,10087.56,302626.8,55,INR,True
BHO-BLR,2025-12-04,BHO,BLR,366,5465.91,INR,50,0.27,277121.64,93,0,,PEAK_WEDDING,5465.91,277121.64,93,INR,False
BHO-LKO,2025-12-04,BHO,LKO,2576,16045.45,INR,54,0.29,876081.57,103,1,18000.0,PEAK_WEDDING,16045.45,876081.57,103,INR,True
CCU-PNQ,2025-12-04,CCU,PNQ,2405,17534.48,INR,28,0.15,494472.34,54,1,18000.0,PEAK_WEDDING,17534.48,494472.34,54,INR,True
COK-DEL,2025-12-04,COK,DEL,1033,8582.75,INR,34,0.19,298679.7,50,0,,PEAK_WEDDING,8582.75,298679.7,50,INR,False
LKO-JAI,2025-12-04,LKO,JAI,1691,142.32,USD,44,0.24,6276.31,72,1,18000.0,PEAK_WEDDING,11812.56,520933.73000000004,5976,INR,True
VNS-SXR,2025-12-04,VNS,SXR,1584,11556.71,INR,44,0.24,513117.92,73,1,18000.0,PEAK_WEDDING,11556.71,513117.92,73,INR,True
LKO-PNQ,2025-12-04,LKO,PNQ,2016,14022.13,INR,32,0.18,458523.65,61,1,18000.0,PEAK_WEDDING,14022.13,458523.65,61,INR,True
CCU-PAT,2025-12-04,CCU,PAT,1113,7753.12,INR,54,0.29,425646.29,102,0,,PEAK_WEDDING,7753.12,425646.29,102,INR,False
LKO-GAU,2025-12-04,LKO,GAU,2722,15979.29,INR,46,0.25,738243.2,81,1,18000.0,PEAK_WEDDING,15979.29,738243.2,81,INR,True
BLR-COK,2025-12-04,BLR,COK,1962,11494.97,INR,34,0.19,396576.46,58,1,18000.0,PEAK_WEDDING,11494.97,396576.46,58,INR,True
COK-LKO,2025-12-04,COK,LKO,1753,10666.81,INR,37,0.2,396805.33,56,1,18000.0,PEAK_WEDDING,10666.81,396805.33,56,INR,True
SXR-DEL,2025-12-04,SXR,DEL,1550,11771.74,INR,43,0.23,512070.69,64,1,18000.0,PEAK_WEDDING,11771.74,512070.69,64,INR,True
JAI-MAA,2025-12-04,JAI,MAA,918,6958.26,INR,51,0.28,359046.22,108,0,,PEAK_WEDDING,6958.26,359046.22,108,INR,False
DEL-JAI,2025-12-04,DEL,JAI,643,6064.39,INR,48,0.26,296548.67,68,0,,PEAK_WEDDING,6064.39,296548.67,68,INR,False
VNS-IXB,2025-12-04,VNS,IXB,1707,11747.57,INR,48,0.26,570931.9,95,1,18000.0,PEAK_WEDDING,11747.57,570931.9,95,INR,True
BLR-MAA,2025-12-05,BLR,MAA,1261,9930.91,INR,32,0.17,318782.21,60,0,,PEAK_WEDDING,9930.91,318782.21,60,INR,False
PNQ-SXR,2025-12-05,PNQ,SXR,2005,13577.3,INR,34,0.19,472490.04,66,1,18000.0,PEAK_WEDDING,13577.3,472490.04,66,INR,True
CCU-ATQ,2025-12-05,CCU,ATQ,1834,14277.53,INR,29,0.16,419759.38,52,1,18000.0,PEAK_WEDDING,14277.53,419759.38,52,INR,True
BOM-VNS,2025-12-05,BOM,VNS,958,7101.24,INR,45,0.25,325946.92,71,0,,PEAK_WEDDING,7101.24,325946.92,71,INR,False
BLR-AMD,2025-12-05,BLR,AMD,467,5105.81,INR,39,0.21,202190.08,75,0,,PEAK_WEDDING,5105.81,202190.08,75,INR,False
BLR-PNQ,2025-12-05,BLR,PNQ,2201,15783.93,INR,47,0.25,743423.1,93,1,18000.0,PEAK_WEDDING,15783.93,743423.1,93,INR,True
VNS-BHO,2025-12-05,VNS,BHO,2450,15402.06,INR,50,0.27,780884.44,95,1,18000.0,PEAK_WEDDING,15402.06,780884.44,95,INR,True
AMD-ATQ,2025-12-05,AMD,ATQ,313,4939.15,INR,41,0.22,202999.06,66,0,,PEAK_WEDDING,4939.15,202999.06,66,INR,False
SXR-MAA,2025-12-05,SXR,MAA,905,95.54,USD,30,0.16,2894.86,60,0,,PEAK_WEDDING,7929.820000000001,240273.38,4980,INR,False
DEL-SXR,2025-12-05,DEL,SXR,2352,14511.12,INR,37,0.2,539813.66,60,1,18000.0,PEAK_WEDDING,14511.12,539813.66,60,INR,True
IXC-VNS,2025-12-05,IXC,VNS,1302,9362.6,INR,48,0.26,449404.8,79,0,,PEAK_WEDDING,9362.6,449404.8,79,INR,False
LKO-BOM,2025-12-05,LKO,BOM,978,9036.15,INR,37,0.2,336144.78,60,0,,PEAK_WEDDING,9036.15,336144.78,60,INR,False
IXC-PAT,2025-12-05,IXC,PAT,1471,9822.41,INR,27,0.15,268151.79,47,0,,PEAK_WEDDING,9822.41,268151.79,47,INR,False
GAU-LKO,2025-12-05,GAU,LKO,2763,18877.76,INR,54,0.29,1025062.37,93,1,18000.0,PEAK_WEDDING,18877.76,1025062.37,93,INR,True
BLR-GOI,2025-12-05,BLR,GOI,792,7341.51,INR,36,0.2,268699.27,75,0,,PEAK_WEDDING,7341.51,268699.27,75,INR,False
LKO-IXB,2025-12-05,LKO,IXB,523,6104.08,INR,24,0.13,150160.37,35,0,,PEAK_WEDDING,6104.08,150160.37,35,INR,False
IXB-PAT,2025-12-05,IXB,PAT,1172,9973.69,INR,46,0.25,460784.48,91,0,,PEAK_WEDDING,9973.69,460784.48,91,INR,False
PNQ-BLR,2025-12-05,PNQ,BLR,507,71.85,USD,51,0.28,3685.9,72,0,,PEAK_WEDDING,5963.549999999999,305929.7,5976,INR,False
LKO-GOI,2025-12-05,LKO,GOI,846,8509.92,INR,32,0.17,275721.41,52,0,,PEAK_WEDDING,8509.92,275721.41,52,INR,False
HYD-MAA,2025-12-05,HYD,MAA,2218,13311.77,INR,52,0.28,694874.39,96,1,18000.0,PEAK_WEDDING,13311.77,694874.39,96,INR,True
HYD-PNQ,2025-12-05,HYD,PNQ,1113,9598.27,INR,25,0.14,244755.89,36,0,,PEAK_WEDDING,9598.27,244755.89,36,INR,False
AMD-MAA,2025-12-05,AMD,MAA,2232,12725.52,INR,41,0.22,530654.18,64,1,18000.0,PEAK_WEDDING,12725.52,530654.18,64,INR,True
VNS-MAA,2025-12-05,VNS,MAA,2065,12757.87,INR,35,0.19,447801.24,59,1,18000.0,PEAK_WEDDING,12757.87,447801.24,59,INR,True
BHO-PNQ,2025-12-05,BHO,PNQ,1843,12601.82,INR,50,0.27,631351.18,87,1,18000.0,PEAK_WEDDING,12601.82,631351.18,87,INR,True
PNQ-CCU,2025-12-05,PNQ,CCU,1732,10470.62,INR,38,0.21,405212.99,59,1,18000.0,PEAK_WEDDING,10470.62,405212.99,59,INR,True
VNS-BLR,2025-12-05,VNS,BLR,2507,15161.03,INR,34,0.19,527603.84,65,1,18000.0,PEAK_WEDDING,15161.03,527603.84,65,INR,True
COK-GOI,2025-12-05,COK,GOI,1105,10039.66,INR,44,0.24,445760.9,69,0,,PEAK_WEDDING,10039.66,445760.9,69,INR,False
BLR-DEL,2025-12-05,BLR,DEL,841,6914.45,INR,49,0.26,340190.94,71,0,,PEAK_WEDDING,6914.45,340190.94,71,INR,False
CCU-DEL,2025-12-05,CCU,DEL,912,95.95,USD,45,0.24,4317.75,64,0,,PEAK_WEDDING,7963.85,358373.25,5312,INR,False
COK-BOM,2025-12-05,COK,BOM,2080,14407.56,INR,44,0.24,635373.4,91,1,18000.0,PEAK_WEDDING,14407.56,635373.4,91,INR,True
SXR-LKO,2025-12-05,SXR,LKO,951,8040.88,INR,42,0.23,340129.22,60,0,,PEAK_WEDDING,8040.88,340129.22,60,INR,False
SXR-AMD,2025-12-05,SXR,AMD,987,9206.38,INR,24,0.14,229238.86,44,0,,PEAK_WEDDING,9206.38,229238.86,44,INR,False
BLR-ATQ,2025-12-05,BLR,ATQ,1841,151.25,USD,35,0.19,5399.62,60,1,18000.0,PEAK_WEDDING,12553.75,448168.45999999996,4980,INR,True
DEL-BOM,2025-12-05,DEL,BOM,511,5333.81,INR,43,0.23,233620.88,74,0,,PEAK_WEDDING,5333.81,233620.88,74,INR,False
HYD-VNS,2025-12-05,HYD,VNS,458,5421.81,INR,49,0.27,268379.59,85,0,,PEAK_WEDDING,5421.81,268379.59,85,INR,False
JAI-DEL,2025-12-05,JAI,DEL,2653,199.58,USD,24,0.13,4789.92,36,1,18000.0,PEAK_WEDDING,16565.14,397563.36,2988,INR,True
IXB-IXC,2025-12-05,IXB,IXC,548,7040.51,INR,50,0.27,356953.86,78,0,,PEAK_WEDDING,7040.51,356953.86,78,INR,False
MAA-COK,2025-12-05,MAA,COK,1902,154.88,USD,37,0.2,5854.46,61,1,18000.0,PEAK_WEDDING,12855.039999999999,485920.18,5063,INR,True
GOI-ATQ,2025-12-05,GOI,ATQ,2163,14577.1,INR,42,0.22,612238.2,87,1,18000.0,PEAK_WEDDING,14577.1,612238.2,87,INR,True
CCU-LKO,2025-12-05,CCU,LKO,1681,11412.3,INR,26,0.14,297861.03,36,1,18000.0,PEAK_WEDDING,11412.3,297861.03,36,INR,True
BHO-HYD,2025-12-05,BHO,HYD,872,8861.93,INR,50,0.27,449299.85,100,0,,PEAK_WEDDING,8861.93,449299.85,100,INR,False
JAI-LKO,2025-12-05,JAI,LKO,684,7110.58,INR,30,0.16,213317.4,60,0,,PEAK_WEDDING,7110.58,213317.4,60,INR,False
DEL-AMD,2025-12-05,DEL,AMD,1653,13370.37,INR,50,0.27,673866.65,71,1,18000.0,PEAK_WEDDING,13370.37,673866.65,71,INR,True
PAT-AMD,2025-12-05,PAT,AMD,1798,10697.56,INR,44,0.24,478180.93,84,1,18000.0,PEAK_WEDDING,10697.56,478180.93,84,INR,True
SXR-COK,2025-12-05,SXR,COK,1161,10036.84,INR,44,0.24,442624.64,68,0,,PEAK_WEDDING,10036.84,442624.64,68,INR,False
GOI-LKO,2025-12-05,GOI,LKO,2590,195.83,USD,31,0.17,6109.9,58,1,18000.0,PEAK_WEDDING,16253.890000000001,507121.69999999995,4814,INR,True
BOM-CCU,2025-12-05,BOM,CCU,879,93.99,USD,39,0.21,3693.81,80,0,,PEAK_WEDDING,7801.169999999999,306586.23,6640,INR,False
DEL-PAT,2025-12-05,DEL,PAT,1273,10137.41,INR,35,0.19,358864.31,67,0,,PEAK_WEDDING,10137.41,358864.31,67,INR,False
IXC-BOM,2025-12-05,IXC,BOM,2527,18062.2,INR,32,0.17,585215.28,45,1,18000.0,PEAK_WEDDING,18062.2,585215.28,45,INR,True
IXC-HYD,2025-12-05,IXC,HYD,1409,11741.3,INR,24,0.13,288835.98,38,0,,PEAK_WEDDING,11741.3,288835.98,38,INR,False
SXR-DEL,2025-12-05,SXR,DEL,746,6449.11,INR,38,0.2,245711.09,58,0,,PEAK_WEDDING,6449.11,245711.09,58,INR,False
LKO-HYD,2025-12-05,LKO,HYD,1120,10317.85,INR,48,0.26,501447.51,85,0,,PEAK_WEDDING,10317.85,501447.51,85,INR,False
BOM-COK,2025-12-05,BOM,COK,1797,12990.12,INR,46,0.25,607937.62,78,1,18000.0,PEAK_WEDDING,12990.12,607937.62,78,INR,True
MAA-BOM,2025-12-05,MAA,BOM,1014,8810.08,INR,46,0.25,412311.74,89,0,,PEAK_WEDDING,8810.08,412311.74,89,INR,False
IXB-HYD,2025-12-05,IXB,HYD,2447,13766.89,INR,25,0.14,346925.63,51,1,18000.0,PEAK_WEDDING,13766.89,346925.63,51,INR,True
MAA-IXB,2025-12-05,MAA,IXB,1272,9571.83,INR,37,0.2,356072.08,58,0,,PEAK_WEDDING,9571.83,356072.08,58,INR,False
CCU-VNS,2025-12-05,CCU,VNS,1669,11519.26,INR,48,0.26,552924.48,80,1,18000.0,PEAK_WEDDING,11519.26,552924.48,80,INR,True
GAU-CCU,2025-12-05,GAU,CCU,620,6208.71,INR,43,0.23,271941.5,65,0,,PEAK_WEDDING,6208.71,271941.5,65,INR,False
VNS-SXR,2025-12-05,VNS,SXR,1549,10412.84,INR,33,0.18,349871.42,65,1,18000.0,PEAK_WEDDING,10412.84,349871.42,65,INR,True
IXC-MAA,2025-12-05,IXC,MAA,2320,15812.27,INR,25,0.14,403212.88,47,1,18000.0,PEAK_WEDDING,15812.27,403212.88,47,INR,True
LKO-AMD,2025-12-05,LKO,AMD,1085,8314.91,INR,38,0.21,321787.02,55,0,,PEAK_WEDDING,8314.91,321787.02,55,INR,False
DEL-LKO,2025-12-05,DEL,LKO,1509,9902.03,INR,51,0.28,507974.14,93,1,18000.0,PEAK_WEDDING,9902.03,507974.14,93,INR,True
GAU-JAI,2025-12-05,GAU,JAI,2535,15132.91,INR,27,0.14,408588.57,56,1,18000.0,PEAK_WEDDING,15132.91,408588.57,56,INR,True
AMD-BHO,2025-12-05,AMD,BHO,2403,14024.05,INR,42,0.23,593217.31,74,1,18000.0,PEAK_WEDDING,14024.05,593217.31,74,INR,True
BHO-DEL,2025-12-05,BHO,DEL,303,5584.96,INR,32,0.18,182628.19,53,0,,PEAK_WEDDING,5584.96,182628.19,53,INR,False
IXC-GOI,2025-12-05,IXC,GOI,835,7404.79,INR,30,0.17,226586.57,42,0,,PEAK_WEDDING,7404.79,226586.57,42,INR,False
IXB-AMD,2025-12-05,IXB,AMD,2120,167.86,USD,44,0.24,7503.34,79,1,18000.0,PEAK_WEDDING,13932.380000000001,622777.22,6557,INR,True
PNQ-LKO,2025-12-05,PNQ,LKO,2585,14327.1,INR,55,0.3,795154.05,92,1,18000.0,PEAK_WEDDING,14327.1,795154.05,92,INR,True
PNQ-MAA,2025-12-05,PNQ,MAA,606,77.74,USD,30,0.17,2378.84,61,0,,PEAK_WEDDING,6452.419999999999,197443.72,5063,INR,False
GAU-HYD,2025-12-05,GAU,HYD,342,5819.38,INR,39,0.21,230447.45,70,0,,PEAK_WEDDING,5819.38,230447.45,70,INR,False
ATQ-GOI,2025-12-05,ATQ,GOI,1528,12689.46,INR,39,0.21,498695.78,59,1,18000.0,PEAK_WEDDING,12689.46,498695.78,59,INR,True
SXR-GAU,2025-12-05,SXR,GAU,2293,16760.03,INR,42,0.23,708949.27,77,1,18000.0,PEAK_WEDDING,16760.03,708949.27,77,INR,True
ATQ-LKO,2025-12-05,ATQ,LKO,2397,15607.69,INR,32,0.17,505689.16,47,1,18000.0,PEAK_WEDDING,15607.69,505689.16,47,INR,True
IXB-BLR,2025-12-05,IXB,BLR,2451,15119.17,INR,42,0.22,635005.14,62,1,18000.0,PEAK_WEDDING,15119.17,635005.14,62,INR,True
GOI-PAT,2025-12-05,GOI,PAT,529,6217.94,INR,42,0.22,261153.48,82,0,,PEAK_WEDDING,6217.94,261153.48,82,INR,False
PAT-HYD,2025-12-05,PAT,HYD,1120,9644.36,INR,53,0.29,515008.82,92,0,,PEAK_WEDDING,9644.36,515008.82,92,INR,False
BOM-PNQ,2025-12-05,BOM,PNQ,772,7209.78,INR,30,0.16,216293.4,62,0,,PEAK_WEDDING,7209.78,216293.4,62,INR,False
GAU-MAA,2025-12-05,GAU,MAA,1617,12886.98,INR,37,0.2,479395.66,70,1,18000.0,PEAK_WEDDING,12886.98,479395.66,70,INR,True
GOI-IXB,2025-12-05,GOI,IXB,2794,17347.53,INR,47,0.26,822272.92,88,1,18000.0,PEAK_WEDDING,17347.53,822272.92,88,INR,True
CCU-MAA,2025-12-05,CCU,MAA,552,6876.95,INR,28,0.15,193929.99,39,0,,PEAK_WEDDING,6876.95,193929.99,39,INR,False
JAI-GOI,2025-12-05,JAI,GOI,800,8088.3,INR,33,0.18,271766.88,62,0,,PEAK_WEDDING,8088.3,271766.88,62,INR,False
BHO-IXC,2025-12-05,BHO,IXC,2356,13958.22,INR,31,0.17,443871.4,47,1,18000.0,PEAK_WEDDING,13958.22,443871.4,47,INR,True
MAA-BLR,2025-12-05,MAA,BLR,345,5622.84,INR,35,0.19,199048.54,73,0,,PEAK_WEDDING,5622.84,199048.54,73,INR,False
COK-PNQ,2025-12-05,COK,PNQ,489,5193.06,INR,47,0.26,246151.04,70,0,,PEAK_WEDDING,5193.06,246151.04,70,INR,False
JAI-BOM,2025-12-05,JAI,BOM,602,6074.68,INR,35,0.19,216866.08,72,0,,PEAK_WEDDING,6074.68,216866.08,72,INR,False
GOI-BHO,2025-12-05,GOI,BHO,2140,13584.57,INR,48,0.26,660210.1,98,1,18000.0,PEAK_WEDDING,13584.57,660210.1,98,INR,True
