incident_id,airline,incident_date,incident_type,severity,flights_affected,resolution_hrs,reported_to_dgca,news_coverage,source,reported_to_dgca_missing_flag
INC-00242,AirIndia,2025-11-22,BAGGAGE,LOW,43,45.9,False,True,NEWS_SCRAPE,False
INC-00243,Vistara,2025-11-24,CREW_SHORTAGE,HIGH,22,18.8,False,True,NEWS_SCRAPE,False
INC-00244,AirIndia,2025-11-15,TECHNICAL,HIGH,29,5.5,False,False,DGCA_FEED,False
INC-00245,AirIndia,2025-11-24,ATC_DELAY,HIGH,23,70.1,False,False,NEWS_SCRAPE,False
INC-00246,AirIndia,2025-11-04,PASSENGER_COMPLAINT,HIGH,8,37.4,False,True,NEWS_SCRAPE,False
INC-00247,AkasaAir,2025-11-02,TECHNICAL,MEDIUM,5,14.5,False,False,DGCA_FEED,False
INC-00248,AkasaAir,2025-11-11,ATC_DELAY,CRITICAL,22,45.6,True,False,DGCA_FEED,False
INC-00249,AkasaAir,2025-11-22,SLOT_MISS,CRITICAL,21,11.5,True,False,DGCA_FEED,False
INC-00250,IndiGo,2025-12-24,TECHNICAL,CRITICAL,7,24.5,False,False,DGCA_FEED,False
INC-00251,Vistara,2025-12-07,ATC_DELAY,CRITICAL,2,28.2,,True,AIRLINE_REPORT,True
INC-00252,AirIndia,2025-11-26,BAGGAGE,HIGH,38,61.1,True,True,DGCA_FEED,False
INC-00253,IndiGo,2025-11-18,TECHNICAL,MEDIUM,4,54.9,False,True,DGCA_FEED,False
INC-00254,SpiceJet,2025-11-29,SLOT_MISS,MEDIUM,35,30.0,,False,DGCA_FEED,True
INC-00255,AirIndia,2025-11-07,SLOT_MISS,CRITICAL,15,20.2,False,True,DGCA_FEED,False
INC-00256,SpiceJet,2025-11-12,CREW_SHORTAGE,HIGH,23,14.5,,False,NEWS_SCRAPE,True
INC-00257,IndiGo,2025-12-31,TECHNICAL,MEDIUM,33,41.4,,True,DGCA_FEED,True
INC-00258,IndiGo,2025-12-08,PASSENGER_COMPLAINT,HIGH,38,64.0,True,False,AIRLINE_REPORT,False
INC-00259,IndiGo,2025-11-09,PASSENGER_COMPLAINT,HIGH,32,61.1,True,False,AIRLINE_REPORT,False
INC-00260,SpiceJet,2025-12-11,TECHNICAL,LOW,45,46.1,True,False,NEWS_SCRAPE,False
INC-00261,SpiceJet,2025-11-20,ATC_DELAY,HIGH,12,43.2,,False,DGCA_FEED,True
INC-00262,AkasaAir,2025-11-03,CREW_SHORTAGE,HIGH,3,29.8,,False,DGCA_FEED,True
INC-00263,Vistara,2025-12-06,SLOT_MISS,LOW,34,50.6,False,False,AIRLINE_REPORT,False
INC-00264,Vistara,2025-11-07,ATC_DELAY,CRITICAL,2,23.6,False,False,NEWS_SCRAPE,False
INC-00265,AirIndia,2025-11-27,SLOT_MISS,LOW,18,3.6,False,False,NEWS_SCRAPE,False
INC-00266,AirIndia,2025-11-13,BAGGAGE,HIGH,42,27.1,False,False,AIRLINE_REPORT,False
INC-00267,AkasaAir,2025-12-07,TECHNICAL,LOW,23,58.3,,False,NEWS_SCRAPE,True
INC-00268,SpiceJet,2025-12-17,CREW_SHORTAGE,MEDIUM,3,52.7,False,False,DGCA_FEED,False
INC-00269,IndiGo,2025-12-03,SLOT_MISS,LOW,26,37.5,,False,NEWS_SCRAPE,True
INC-00270,SpiceJet,2025-12-10,TECHNICAL,MEDIUM,3,63.0,False,False,AIRLINE_REPORT,False
INC-00271,SpiceJet,2025-11-08,WEATHER,LOW,38,22.6,False,True,DGCA_FEED,False
INC-00272,IndiGo,2025-12-30,PASSENGER_COMPLAINT,LOW,16,53.7,True,False,AIRLINE_REPORT,False
INC-00273,SpiceJet,2025-11-15,PASSENGER_COMPLAINT,LOW,6,25.8,True,False,NEWS_SCRAPE,False
INC-00274,SpiceJet,2025-12-02,SLOT_MISS,LOW,40,24.3,False,False,DGCA_FEED,False
INC-00275,Vistara,2025-11-12,WEATHER,LOW,42,22.3,False,True,AIRLINE_REPORT,False
INC-00276,AirIndia,2025-12-23,SLOT_MISS,HIGH,34,48.7,,True,DGCA_FEED,True
INC-00277,AirIndia,2025-11-20,PASSENGER_COMPLAINT,HIGH,19,65.9,False,True,NEWS_SCRAPE,False
INC-00278,IndiGo,2025-12-05,TECHNICAL,HIGH,30,31.2,True,True,AIRLINE_REPORT,False
INC-00279,AirIndia,2025-11-11,PASSENGER_COMPLAINT,LOW,10,38.6,True,True,NEWS_SCRAPE,False
INC-00280,AirIndia,2025-11-25,CREW_SHORTAGE,LOW,36,62.4,True,True,AIRLINE_REPORT,False
INC-00281,AirIndia,2025-11-29,PASSENGER_COMPLAINT,CRITICAL,21,35.1,True,True,NEWS_SCRAPE,False
INC-00282,SpiceJet,2025-12-26,WEATHER,CRITICAL,38,70.9,False,True,NEWS_SCRAPE,False
INC-00283,AkasaAir,2025-12-20,PASSENGER_COMPLAINT,HIGH,24,13.5,,False,DGCA_FEED,True
INC-00284,SpiceJet,2025-12-23,PASSENGER_COMPLAINT,HIGH,20,45.8,True,False,DGCA_FEED,False
INC-00285,SpiceJet,2025-12-10,SLOT_MISS,MEDIUM,42,7.2,True,True,AIRLINE_REPORT,False
INC-00286,SpiceJet,2025-11-18,WEATHER,LOW,34,10.6,,True,DGCA_FEED,True
INC-00287,IndiGo,2025-12-26,PASSENGER_COMPLAINT,MEDIUM,33,9.1,True,True,DGCA_FEED,False
INC-00288,Vistara,2025-12-30,SLOT_MISS,MEDIUM,16,32.7,,True,AIRLINE_REPORT,True
INC-00289,SpiceJet,2025-11-24,CREW_SHORTAGE,LOW,30,62.1,False,False,DGCA_FEED,False
INC-00290,IndiGo,2025-12-19,ATC_DELAY,HIGH,20,41.0,,True,AIRLINE_REPORT,True
INC-00291,SpiceJet,2025-12-14,PASSENGER_COMPLAINT,LOW,17,58.4,,True,NEWS_SCRAPE,True
INC-00292,IndiGo,2025-12-28,SLOT_MISS,LOW,11,40.8,True,True,AIRLINE_REPORT,False
INC-00293,SpiceJet,2025-12-15,TECHNICAL,MEDIUM,41,57.1,False,True,NEWS_SCRAPE,False
INC-00294,SpiceJet,2025-12-20,ATC_DELAY,HIGH,15,10.3,True,True,AIRLINE_REPORT,False
INC-00295,IndiGo,2025-11-15,ATC_DELAY,CRITICAL,8,34.9,False,False,DGCA_FEED,False
INC-00296,AkasaAir,2025-12-19,SLOT_MISS,MEDIUM,37,3.5,True,False,DGCA_FEED,False
INC-00297,AirIndia,2025-11-04,CREW_SHORTAGE,LOW,16,2.9,False,False,NEWS_SCRAPE,False
INC-00298,SpiceJet,2025-11-17,SLOT_MISS,HIGH,29,17.6,True,True,DGCA_FEED,False
INC-00299,AirIndia,2025-12-19,SLOT_MISS,CRITICAL,41,3.8,,False,NEWS_SCRAPE,True
INC-00300,SpiceJet,2025-12-12,PASSENGER_COMPLAINT,CRITICAL,18,14.2,False,False,AIRLINE_REPORT,False
INC-00301,SpiceJet,2025-12-27,TECHNICAL,MEDIUM,27,3.9,False,False,AIRLINE_REPORT,False
INC-00302,IndiGo,2025-12-09,WEATHER,LOW,27,29.8,False,True,DGCA_FEED,False
INC-00303,AirIndia,2025-12-06,WEATHER,MEDIUM,9,2.6,True,True,NEWS_SCRAPE,False
INC-00304,AkasaAir,2025-11-20,CREW_SHORTAGE,CRITICAL,25,64.7,False,False,NEWS_SCRAPE,False
INC-00305,AkasaAir,2025-11-09,WEATHER,MEDIUM,38,12.4,False,False,NEWS_SCRAPE,False
INC-00306,SpiceJet,2025-12-06,WEATHER,MEDIUM,24,6.0,True,True,AIRLINE_REPORT,False
INC-00307,AirIndia,2025-11-21,WEATHER,HIGH,11,64.0,False,True,AIRLINE_REPORT,False
INC-00308,SpiceJet,2025-11-11,BAGGAGE,HIGH,9,11.5,,True,DGCA_FEED,True
INC-00309,IndiGo,2025-11-11,CREW_SHORTAGE,HIGH,37,19.0,,True,AIRLINE_REPORT,True
INC-00310,SpiceJet,2025-12-21,ATC_DELAY,CRITICAL,4,36.6,False,True,AIRLINE_REPORT,False
INC-00311,AkasaAir,2025-12-31,CREW_SHORTAGE,LOW,44,7.6,,True,AIRLINE_REPORT,True
INC-00312,Vistara,2025-11-17,ATC_DELAY,MEDIUM,3,10.0,False,True,NEWS_SCRAPE,False
INC-00313,Vistara,2025-12-18,WEATHER,CRITICAL,4,24.6,False,True,AIRLINE_REPORT,False
INC-00314,SpiceJet,2025-11-20,BAGGAGE,HIGH,45,48.8,True,False,DGCA_FEED,False
INC-00315,IndiGo,2025-12-02,BAGGAGE,LOW,22,34.5,,True,AIRLINE_REPORT,True
INC-00316,AkasaAir,2025-12-19,TECHNICAL,HIGH,28,46.7,False,True,AIRLINE_REPORT,False
INC-00317,Vistara,2025-11-22,TECHNICAL,LOW,35,14.1,False,False,AIRLINE_REPORT,False
INC-00318,Vistara,2025-12-26,ATC_DELAY,MEDIUM,31,35.6,False,False,AIRLINE_REPORT,False
INC-00319,AirIndia,2025-12-28,PASSENGER_COMPLAINT,HIGH,12,35.7,True,False,NEWS_SCRAPE,False
INC-00320,SpiceJet,2025-12-16,PASSENGER_COMPLAINT,CRITICAL,3,4.1,False,True,AIRLINE_REPORT,False
INC-00321,AirIndia,2025-11-05,ATC_DELAY,CRITICAL,15,18.6,False,False,NEWS_SCRAPE,False
INC-00322,AirIndia,2025-12-30,PASSENGER_COMPLAINT,LOW,33,1.5,True,False,DGCA_FEED,False
INC-00323,AirIndia,2025-12-25,CREW_SHORTAGE,MEDIUM,8,47.4,,False,NEWS_SCRAPE,True
INC-00324,AirIndia,2025-11-25,ATC_DELAY,CRITICAL,3,70.4,,False,DGCA_FEED,True
INC-00325,AirIndia,2025-11-23,CREW_SHORTAGE,LOW,40,23.2,True,False,NEWS_SCRAPE,False
INC-00326,SpiceJet,2025-11-29,TECHNICAL,CRITICAL,20,12.2,False,False,DGCA_FEED,False
INC-00327,AirIndia,2025-11-10,BAGGAGE,MEDIUM,5,62.8,True,False,DGCA_FEED,False
INC-00328,AirIndia,2025-12-17,ATC_DELAY,CRITICAL,38,40.1,False,True,DGCA_FEED,False
INC-00329,Vistara,2025-12-13,BAGGAGE,MEDIUM,34,49.6,False,False,DGCA_FEED,False
INC-00330,AirIndia,2025-11-12,TECHNICAL,HIGH,11,52.4,,False,AIRLINE_REPORT,True
INC-00331,IndiGo,2025-11-05,PASSENGER_COMPLAINT,MEDIUM,36,69.2,,True,DGCA_FEED,True
INC-00332,AirIndia,2025-11-25,BAGGAGE,CRITICAL,35,21.3,,True,DGCA_FEED,True
INC-00333,AirIndia,2025-12-09,SLOT_MISS,MEDIUM,17,10.5,True,False,AIRLINE_REPORT,False
INC-00334,Vistara,2025-12-18,WEATHER,HIGH,8,18.9,False,False,DGCA_FEED,False
INC-00335,AkasaAir,2025-12-23,CREW_SHORTAGE,HIGH,9,36.9,False,False,AIRLINE_REPORT,False
INC-00336,SpiceJet,2025-11-19,TECHNICAL,CRITICAL,45,67.3,True,True,DGCA_FEED,False
INC-00337,IndiGo,2025-11-11,PASSENGER_COMPLAINT,HIGH,37,30.1,False,False,AIRLINE_REPORT,False
INC-00338,AkasaAir,2025-11-15,ATC_DELAY,HIGH,6,71.0,False,False,NEWS_SCRAPE,False
INC-00339,Vistara,2025-12-19,WEATHER,HIGH,10,42.4,True,False,AIRLINE_REPORT,False
INC-00340,IndiGo,2025-12-31,TECHNICAL,CRITICAL,1,69.1,,True,NEWS_SCRAPE,True
INC-00341,AkasaAir,2025-12-10,WEATHER,HIGH,6,47.5,False,True,AIRLINE_REPORT,False
INC-00342,AkasaAir,2025-11-30,BAGGAGE,HIGH,43,11.7,,True,DGCA_FEED,True
INC-00343,AkasaAir,2025-12-08,TECHNICAL,MEDIUM,20,68.8,,False,AIRLINE_REPORT,True
INC-00344,SpiceJet,2025-12-17,CREW_SHORTAGE,LOW,40,38.8,,True,DGCA_FEED,True
INC-00345,AirIndia,2025-11-17,TECHNICAL,HIGH,7,48.0,,False,DGCA_FEED,True
INC-00346,SpiceJet,2025-12-01,TECHNICAL,LOW,38,30.5,,False,NEWS_SCRAPE,True
INC-00347,AkasaAir,2025-12-28,ATC_DELAY,CRITICAL,8,7.3,True,True,AIRLINE_REPORT,False
INC-00348,SpiceJet,2025-12-16,BAGGAGE,MEDIUM,42,63.0,False,False,DGCA_FEED,False
INC-00349,SpiceJet,2025-11-23,SLOT_MISS,LOW,21,19.6,True,False,DGCA_FEED,False
INC-00350,IndiGo,2025-11-01,TECHNICAL,HIGH,37,49.4,False,False,NEWS_SCRAPE,False
INC-00351,IndiGo,2025-11-17,CREW_SHORTAGE,CRITICAL,25,68.9,False,False,NEWS_SCRAPE,False
INC-00352,IndiGo,2025-12-01,TECHNICAL,CRITICAL,2,15.1,,True,AIRLINE_REPORT,True
INC-00353,IndiGo,2025-12-27,PASSENGER_COMPLAINT,CRITICAL,20,64.6,False,False,DGCA_FEED,False
INC-00354,AirIndia,2025-11-11,SLOT_MISS,CRITICAL,25,27.1,False,False,DGCA_FEED,False
INC-00355,SpiceJet,2025-11-10,SLOT_MISS,HIGH,9,10.1,True,False,NEWS_SCRAPE,False
INC-00356,AkasaAir,2025-11-06,SLOT_MISS,CRITICAL,24,31.9,,True,DGCA_FEED,True
INC-00357,IndiGo,2025-11-11,BAGGAGE,HIGH,16,45.0,,False,AIRLINE_REPORT,True
INC-00358,SpiceJet,2025-12-16,TECHNICAL,CRITICAL,4,64.8,True,False,NEWS_SCRAPE,False
INC-00359,Vistara,2025-12-20,WEATHER,CRITICAL,23,68.7,,False,AIRLINE_REPORT,True
INC-00360,AirIndia,2025-11-03,WEATHER,MEDIUM,13,33.8,True,False,DGCA_FEED,False
INC-00361,IndiGo,2025-12-02,SLOT_MISS,CRITICAL,42,18.8,,False,NEWS_SCRAPE,True
INC-00362,Vistara,2025-11-18,TECHNICAL,CRITICAL,27,2.5,,True,DGCA_FEED,True
INC-00363,Vistara,2025-11-25,CREW_SHORTAGE,CRITICAL,10,66.5,True,True,AIRLINE_REPORT,False
INC-00364,Vistara,2025-11-15,CREW_SHORTAGE,MEDIUM,43,12.2,,False,AIRLINE_REPORT,True
INC-00365,IndiGo,2025-11-10,TECHNICAL,HIGH,4,33.8,,True,DGCA_FEED,True
INC-00366,SpiceJet,2025-11-15,BAGGAGE,LOW,2,6.5,True,True,AIRLINE_REPORT,False
INC-00367,SpiceJet,2025-12-23,ATC_DELAY,LOW,7,38.5,True,False,DGCA_FEED,False
INC-00368,SpiceJet,2025-12-21,ATC_DELAY,HIGH,2,70.4,False,False,NEWS_SCRAPE,False
INC-00369,Vistara,2025-12-25,ATC_DELAY,HIGH,30,35.2,True,True,AIRLINE_REPORT,False
INC-00370,Vistara,2025-11-05,SLOT_MISS,LOW,3,21.9,,False,DGCA_FEED,True
INC-00371,AirIndia,2025-11-22,SLOT_MISS,MEDIUM,41,44.9,,True,AIRLINE_REPORT,True
INC-00372,SpiceJet,2025-11-05,WEATHER,HIGH,17,44.6,True,False,AIRLINE_REPORT,False
INC-00373,IndiGo,2025-12-03,CREW_SHORTAGE,MEDIUM,40,21.5,True,True,AIRLINE_REPORT,False
INC-00374,AirIndia,2025-12-24,PASSENGER_COMPLAINT,CRITICAL,23,61.3,,True,AIRLINE_REPORT,True
INC-00375,SpiceJet,2025-11-16,PASSENGER_COMPLAINT,CRITICAL,41,26.8,,True,NEWS_SCRAPE,True
INC-00376,IndiGo,2025-11-29,SLOT_MISS,LOW,25,58.2,True,False,DGCA_FEED,False
INC-00377,SpiceJet,2025-12-10,BAGGAGE,MEDIUM,35,61.1,True,False,DGCA_FEED,False
INC-00378,AirIndia,2025-12-22,CREW_SHORTAGE,CRITICAL,45,7.5,True,False,DGCA_FEED,False
INC-00379,SpiceJet,2025-12-26,SLOT_MISS,HIGH,6,3.3,True,False,NEWS_SCRAPE,False
INC-00380,SpiceJet,2025-12-08,TECHNICAL,MEDIUM,22,35.3,False,False,AIRLINE_REPORT,False
INC-00381,IndiGo,2025-12-24,WEATHER,LOW,27,1.2,True,True,DGCA_FEED,False
INC-00382,Vistara,2025-11-29,ATC_DELAY,MEDIUM,19,33.7,,False,NEWS_SCRAPE,True
INC-00383,IndiGo,2025-11-28,WEATHER,MEDIUM,41,28.3,,False,DGCA_FEED,True
INC-00384,IndiGo,2025-12-01,ATC_DELAY,CRITICAL,22,36.1,False,True,AIRLINE_REPORT,False
INC-00385,IndiGo,2025-12-31,TECHNICAL,LOW,28,41.2,False,True,AIRLINE_REPORT,False
INC-00386,AirIndia,2025-11-13,TECHNICAL,HIGH,26,13.7,,False,NEWS_SCRAPE,True
INC-00387,AirIndia,2025-11-02,CREW_SHORTAGE,LOW,9,6.2,True,False,DGCA_FEED,False
INC-00388,SpiceJet,2025-12-11,WEATHER,LOW,31,56.9,False,True,DGCA_FEED,False
INC-00389,AirIndia,2025-11-15,WEATHER,CRITICAL,19,13.8,,False,DGCA_FEED,True
INC-00390,IndiGo,2025-11-11,BAGGAGE,LOW,18,69.6,,False,NEWS_SCRAPE,True
INC-00391,IndiGo,2025-11-21,TECHNICAL,LOW,41,50.9,False,True,DGCA_FEED,False
INC-00392,Vistara,2025-11-13,ATC_DELAY,LOW,38,69.4,True,True,NEWS_SCRAPE,False
INC-00393,AirIndia,2025-12-28,CREW_SHORTAGE,HIGH,16,41.7,,True,AIRLINE_REPORT,True
INC-00394,AirIndia,2025-11-11,PASSENGER_COMPLAINT,LOW,34,69.3,,True,DGCA_FEED,True
INC-00395,IndiGo,2025-11-21,CREW_SHORTAGE,MEDIUM,33,24.7,False,True,NEWS_SCRAPE,False
INC-00396,AkasaAir,2025-11-28,BAGGAGE,MEDIUM,32,40.7,True,False,NEWS_SCRAPE,False
INC-00397,SpiceJet,2025-11-20,CREW_SHORTAGE,MEDIUM,8,10.2,,False,DGCA_FEED,True
INC-00398,SpiceJet,2025-11-23,CREW_SHORTAGE,LOW,34,1.5,True,True,AIRLINE_REPORT,False
INC-00399,AirIndia,2025-12-08,ATC_DELAY,MEDIUM,44,56.2,False,False,AIRLINE_REPORT,False
INC-00400,AkasaAir,2025-11-04,SLOT_MISS,MEDIUM,19,41.1,False,False,NEWS_SCRAPE,False
INC-00401,Vistara,2025-12-25,PASSENGER_COMPLAINT,HIGH,15,64.6,True,True,AIRLINE_REPORT,False
INC-00402,SpiceJet,2025-11-24,TECHNICAL,HIGH,2,5.6,False,False,AIRLINE_REPORT,False
INC-00403,AkasaAir,2025-11-02,PASSENGER_COMPLAINT,MEDIUM,9,58.1,,False,AIRLINE_REPORT,True
INC-00404,AkasaAir,2025-12-29,PASSENGER_COMPLAINT,MEDIUM,11,6.0,False,False,DGCA_FEED,False
INC-00405,IndiGo,2025-12-02,WEATHER,CRITICAL,36,33.1,True,True,DGCA_FEED,False
INC-00406,AirIndia,2025-11-21,ATC_DELAY,CRITICAL,17,5.3,False,True,NEWS_SCRAPE,False
INC-00407,AkasaAir,2025-11-10,SLOT_MISS,LOW,32,17.2,True,False,DGCA_FEED,False
INC-00408,SpiceJet,2025-11-20,PASSENGER_COMPLAINT,CRITICAL,35,31.5,True,False,NEWS_SCRAPE,False
INC-00409,Vistara,2025-12-14,PASSENGER_COMPLAINT,LOW,32,49.2,True,True,NEWS_SCRAPE,False
INC-00410,SpiceJet,2025-12-22,BAGGAGE,LOW,30,50.5,True,False,NEWS_SCRAPE,False
INC-00411,AirIndia,2025-11-22,WEATHER,CRITICAL,37,21.7,,True,DGCA_FEED,True
INC-00412,SpiceJet,2025-12-30,WEATHER,CRITICAL,16,56.2,True,True,NEWS_SCRAPE,False
INC-00413,SpiceJet,2025-12-11,SLOT_MISS,HIGH,32,54.6,True,False,AIRLINE_REPORT,False
INC-00414,IndiGo,2025-11-16,PASSENGER_COMPLAINT,LOW,13,41.2,,True,DGCA_FEED,True
INC-00415,IndiGo,2025-12-18,PASSENGER_COMPLAINT,CRITICAL,31,53.3,False,False,NEWS_SCRAPE,False
INC-00416,IndiGo,2025-11-20,WEATHER,HIGH,29,53.2,True,True,AIRLINE_REPORT,False
INC-00417,SpiceJet,2025-11-15,CREW_SHORTAGE,MEDIUM,32,9.6,True,False,NEWS_SCRAPE,False
INC-00418,IndiGo,2025-12-16,WEATHER,LOW,22,26.7,True,True,AIRLINE_REPORT,False
INC-00419,AirIndia,2025-11-18,CREW_SHORTAGE,HIGH,39,25.4,,True,AIRLINE_REPORT,True
INC-00420,IndiGo,2025-11-13,PASSENGER_COMPLAINT,HIGH,4,5.5,False,True,AIRLINE_REPORT,False
INC-00421,Vistara,2025-11-07,CREW_SHORTAGE,MEDIUM,31,36.0,False,False,AIRLINE_REPORT,False
INC-00422,IndiGo,2025-12-13,TECHNICAL,HIGH,16,18.4,True,False,NEWS_SCRAPE,False
INC-00423,AkasaAir,2025-12-22,BAGGAGE,MEDIUM,32,6.8,False,True,AIRLINE_REPORT,False
INC-00424,AkasaAir,2025-11-04,WEATHER,MEDIUM,33,27.8,True,True,AIRLINE_REPORT,False
INC-00425,AirIndia,2025-12-16,ATC_DELAY,HIGH,40,46.5,True,True,AIRLINE_REPORT,False
INC-00426,Vistara,2025-12-03,SLOT_MISS,CRITICAL,40,30.8,,True,DGCA_FEED,True
INC-00427,SpiceJet,2025-11-06,BAGGAGE,HIGH,11,29.3,True,False,AIRLINE_REPORT,False
INC-00428,SpiceJet,2025-12-26,PASSENGER_COMPLAINT,MEDIUM,31,17.4,,True,DGCA_FEED,True
INC-00429,Vistara,2025-11-10,CREW_SHORTAGE,CRITICAL,28,9.1,False,True,NEWS_SCRAPE,False
INC-00430,Vistara,2025-11-18,PASSENGER_COMPLAINT,LOW,12,22.4,True,True,DGCA_FEED,False
INC-00431,IndiGo,2025-11-22,CREW_SHORTAGE,MEDIUM,20,61.1,True,True,DGCA_FEED,False
INC-00432,AirIndia,2025-12-02,SLOT_MISS,MEDIUM,8,14.0,True,True,DGCA_FEED,False
INC-00433,SpiceJet,2025-11-09,SLOT_MISS,MEDIUM,18,33.1,False,True,DGCA_FEED,False
INC-00434,Vistara,2025-11-19,SLOT_MISS,LOW,30,29.3,,False,DGCA_FEED,True
INC-00435,AkasaAir,2025-12-30,TECHNICAL,LOW,34,25.2,True,False,AIRLINE_REPORT,False
INC-00436,Vistara,2025-11-16,CREW_SHORTAGE,MEDIUM,8,8.9,,False,DGCA_FEED,True
INC-00437,AkasaAir,2025-12-09,ATC_DELAY,MEDIUM,6,7.9,False,True,DGCA_FEED,False
INC-00438,SpiceJet,2025-11-10,BAGGAGE,LOW,26,66.2,True,False,DGCA_FEED,False
INC-00439,IndiGo,2025-12-04,SLOT_MISS,LOW,29,64.1,,True,NEWS_SCRAPE,True
INC-00440,AirIndia,2025-12-04,PASSENGER_COMPLAINT,HIGH,35,24.4,True,True,NEWS_SCRAPE,False
INC-00441,SpiceJet,2025-12-03,PASSENGER_COMPLAINT,CRITICAL,37,53.1,,True,NEWS_SCRAPE,True
INC-00442,IndiGo,2025-11-21,BAGGAGE,HIGH,21,41.7,True,False,AIRLINE_REPORT,False
INC-00443,IndiGo,2025-12-05,BAGGAGE,HIGH,29,63.8,,True,DGCA_FEED,True
INC-00444,IndiGo,2025-11-18,SLOT_MISS,CRITICAL,8,10.9,True,True,DGCA_FEED,False
INC-00445,Vistara,2025-12-17,WEATHER,LOW,31,17.4,False,False,AIRLINE_REPORT,False
INC-00446,AirIndia,2025-12-31,BAGGAGE,CRITICAL,16,57.8,False,True,NEWS_SCRAPE,False
INC-00447,Vistara,2025-11-16,CREW_SHORTAGE,CRITICAL,41,10.5,False,True,AIRLINE_REPORT,False
INC-00448,AkasaAir,2025-12-03,CREW_SHORTAGE,MEDIUM,29,31.9,True,False,NEWS_SCRAPE,False
INC-00449,IndiGo,2025-12-17,BAGGAGE,CRITICAL,5,4.5,True,False,NEWS_SCRAPE,False
INC-00450,Vistara,2025-11-13,BAGGAGE,CRITICAL,34,45.7,True,True,NEWS_SCRAPE,False
INC-00451,AirIndia,2025-11-08,BAGGAGE,LOW,28,19.0,,True,NEWS_SCRAPE,True
INC-00452,AirIndia,2025-12-06,TECHNICAL,HIGH,19,63.2,True,True,NEWS_SCRAPE,False
INC-00453,IndiGo,2025-12-21,TECHNICAL,CRITICAL,32,69.6,False,True,NEWS_SCRAPE,False
INC-00454,Vistara,2025-11-27,WEATHER,MEDIUM,13,33.3,,False,AIRLINE_REPORT,True
INC-00455,Vistara,2025-12-20,ATC_DELAY,CRITICAL,25,37.3,False,False,NEWS_SCRAPE,False
INC-00456,Vistara,2025-12-04,ATC_DELAY,CRITICAL,37,40.7,True,False,AIRLINE_REPORT,False
INC-00457,AkasaAir,2025-11-29,CREW_SHORTAGE,MEDIUM,14,33.2,True,True,AIRLINE_REPORT,False
INC-00458,AirIndia,2025-12-13,WEATHER,CRITICAL,4,27.7,True,False,DGCA_FEED,False
INC-00459,IndiGo,2025-11-30,SLOT_MISS,CRITICAL,24,15.9,False,False,NEWS_SCRAPE,False
INC-00460,IndiGo,2025-11-01,ATC_DELAY,HIGH,2,1.9,False,False,NEWS_SCRAPE,False
INC-00461,Vistara,2025-12-23,TECHNICAL,HIGH,7,40.1,,False,NEWS_SCRAPE,True
INC-00462,AirIndia,2025-12-03,BAGGAGE,CRITICAL,24,28.8,True,False,DGCA_FEED,False
INC-00463,SpiceJet,2025-11-30,ATC_DELAY,MEDIUM,15,12.9,True,False,AIRLINE_REPORT,False
INC-00464,SpiceJet,2025-11-28,PASSENGER_COMPLAINT,MEDIUM,3,35.1,False,False,DGCA_FEED,False
INC-00465,Vistara,2025-11-19,TECHNICAL,LOW,11,13.4,False,False,DGCA_FEED,False
INC-00466,IndiGo,2025-11-28,SLOT_MISS,LOW,41,15.0,False,False,NEWS_SCRAPE,False
INC-00467,SpiceJet,2025-12-02,CREW_SHORTAGE,CRITICAL,18,53.4,False,False,AIRLINE_REPORT,False
INC-00468,SpiceJet,2025-11-09,PASSENGER_COMPLAINT,LOW,6,49.1,False,True,DGCA_FEED,False
INC-00469,SpiceJet,2025-12-09,CREW_SHORTAGE,LOW,17,15.8,True,False,NEWS_SCRAPE,False
INC-00470,Vistara,2025-11-24,PASSENGER_COMPLAINT,HIGH,26,46.1,,True,DGCA_FEED,True
INC-00471,Vistara,2025-11-10,SLOT_MISS,LOW,40,69.2,True,False,NEWS_SCRAPE,False
INC-00472,IndiGo,2025-11-13,WEATHER,CRITICAL,39,23.1,,False,DGCA_FEED,True
INC-00473,Vistara,2025-12-06,WEATHER,MEDIUM,17,51.8,,True,DGCA_FEED,True
INC-00474,IndiGo,2025-12-21,WEATHER,LOW,40,1.9,False,True,NEWS_SCRAPE,False
INC-00475,IndiGo,2025-11-28,TECHNICAL,MEDIUM,1,11.4,False,True,NEWS_SCRAPE,False
INC-00476,IndiGo,2025-11-15,CREW_SHORTAGE,HIGH,28,56.6,True,True,NEWS_SCRAPE,False
INC-00477,SpiceJet,2025-12-19,SLOT_MISS,HIGH,31,8.6,True,False,AIRLINE_REPORT,False
INC-00478,IndiGo,2025-11-22,SLOT_MISS,LOW,9,58.6,,True,AIRLINE_REPORT,True
INC-00479,AirIndia,2025-11-25,SLOT_MISS,MEDIUM,9,24.8,False,False,DGCA_FEED,False
INC-00480,IndiGo,2025-11-26,WEATHER,CRITICAL,9,45.2,True,False,DGCA_FEED,False
INC-00481,SpiceJet,2025-11-11,BAGGAGE,LOW,42,65.0,True,True,AIRLINE_REPORT,False
INC-00482,IndiGo,2025-12-30,BAGGAGE,MEDIUM,1,39.8,True,False,AIRLINE_REPORT,False
INC-00483,SpiceJet,2025-12-06,CREW_SHORTAGE,HIGH,41,14.2,False,True,NEWS_SCRAPE,False
INC-00484,SpiceJet,2025-12-22,TECHNICAL,MEDIUM,5,18.7,,True,NEWS_SCRAPE,True
