station,obs_datetime,metar_raw,visibility_m,weather_code,wind_dir_deg,wind_spd_kt,is_fog,low_vis,temp_c,dew_point_c,qnh_hpa,data_source,data_source_missing_flag
VABB,2025-11-22T09:00:00,VABB 220900Z 32012KT 9999 NIL ////// Q1013,9999,NIL,320,12,0,0,20.6,5.3,1019,METAR_AUTO,False
VABB,2025-11-22T12:00:00,VABB 221200Z 13008KT 9999 NIL ////// Q1013,9999,NIL,130,8,0,0,23.5,7.9,1021,METAR_AUTO,False
VABB,2025-11-22T15:00:00,VABB 221500Z 23019KT 9999 NIL ////// Q1013,9999,NIL,230,19,0,0,11.8,6.2,1005,METAR_AUTO,False
VABB,2025-11-22T18:00:00,VABB 221800Z 30002KT 6000 NIL ////// Q1013,6000,NIL,300,2,0,0,11.3,19.1,1006,METAR_AUTO,False
VABB,2025-11-22T21:00:00,VABB 222100Z 13012KT 9999 NIL ////// Q1013,9999,NIL,130,12,0,0,23.4,9.1,1024,METAR_AUTO,False
VABB,2025-11-23T00:00:00,VABB 230000Z 04019KT 9999 NIL ////// Q1013,9999,NIL,40,19,0,0,15.3,5.1,1012,METAR_AUTO,False
VABB,2025-11-23T03:00:00,VABB 230300Z 29006KT 6000 NIL ////// Q1013,6000,NIL,290,6,0,0,11.8,14.3,1011,METAR_AUTO,False
VABB,2025-11-23T06:00:00,VABB 230600Z 03005KT 9999 HZ ////// Q1013,9999,HZ,30,5,0,0,13.0,10.1,1014,METAR_AUTO,False
VABB,2025-11-23T09:00:00,VABB 230900Z 28017KT 9999 NIL ////// Q1013,9999,NIL,280,17,0,0,8.7,7.6,1016,METAR_AUTO,False
VABB,2025-11-23T12:00:00,VABB 231200Z 01012KT 6000 NIL ////// Q1013,6000,NIL,10,12,0,0,18.4,17.0,1017,METAR_AUTO,False
VABB,2025-11-23T15:00:00,VABB 231500Z 11011KT 3000 NIL ////// Q1013,3000,NIL,110,11,0,0,21.3,8.6,1008,METAR_AUTO,False
VABB,2025-11-23T18:00:00,VABB 231800Z 29005KT 3000 NIL ////// Q1013,3000,NIL,290,5,0,0,16.5,11.6,1017,METAR_AUTO,False
VABB,2025-11-23T21:00:00,VABB 232100Z 32004KT 3000 NIL ////// Q1013,3000,NIL,320,4,0,0,27.5,20.0,1013,METAR_AUTO,False
VABB,2025-11-24T00:00:00,VABB 240000Z 24018KT 3000 NIL ////// Q1013,3000,NIL,240,18,0,0,22.6,14.2,1022,METAR_AUTO,False
VABB,2025-11-24T03:00:00,VABB 240300Z 29015KT 9999 NIL ////// Q1013,9999,NIL,290,15,0,0,15.1,10.4,1010,METAR_AUTO,False
VABB,2025-11-24T06:00:00,VABB 240600Z 16006KT 3000 NIL ////// Q1013,3000,NIL,160,6,0,0,26.0,13.0,1010,METAR_AUTO,False
VABB,2025-11-24T09:00:00,VABB 240900Z 30006KT 9999 NIL ////// Q1013,9999,NIL,300,6,0,0,10.2,13.2,1011,METAR_AUTO,False
VABB,2025-11-24T12:00:00,VABB 241200Z 28014KT 6000 NIL ////// Q1013,6000,NIL,280,14,0,0,21.6,19.4,1009,METAR_AUTO,False
VABB,2025-11-24T15:00:00,VABB 241500Z 34014KT 9999 NIL ////// Q1013,9999,NIL,340,14,0,0,27.4,8.2,1019,METAR_AUTO,False
VABB,2025-11-24T18:00:00,VABB 241800Z 26015KT 9999 NIL ////// Q1013,9999,NIL,260,15,0,0,10.3,14.8,1017,METAR_AUTO,False
VABB,2025-11-24T21:00:00,VABB 242100Z 25004KT 9999 NIL ////// Q1013,9999,NIL,250,4,0,0,12.4,8.3,1024,,True
VABB,2025-11-25T00:00:00,VABB 250000Z 32002KT 9999 NIL ////// Q1013,9999,NIL,320,2,0,0,8.9,6.5,1014,METAR_AUTO,False
VABB,2025-11-25T03:00:00,VABB 250300Z 32012KT 6000 NIL ////// Q1013,6000,NIL,320,12,0,0,19.2,18.3,1024,METAR_AUTO,False
VABB,2025-11-25T06:00:00,VABB 250600Z 19016KT 3000 NIL ////// Q1013,3000,NIL,190,16,0,0,9.8,8.6,1012,METAR_AUTO,False
VABB,2025-11-25T09:00:00,VABB 250900Z 13011KT 9999 NIL ////// Q1013,9999,NIL,130,11,0,0,14.4,12.1,1025,METAR_AUTO,False
VABB,2025-11-25T12:00:00,VABB 251200Z 17014KT 9999 NIL ////// Q1013,9999,NIL,170,14,0,0,26.8,8.9,1016,METAR_AUTO,False
VABB,2025-11-25T15:00:00,VABB 251500Z 29006KT 9999 NIL ////// Q1013,9999,NIL,290,6,0,0,21.5,17.2,1024,METAR_AUTO,False
VABB,2025-11-25T18:00:00,VABB 251800Z 18018KT 3000 NIL ////// Q1013,3000,NIL,180,18,0,0,23.1,14.9,1010,METAR_AUTO,False
VABB,2025-11-25T21:00:00,VABB 252100Z 31007KT 9999 HZ ////// Q1013,9999,HZ,310,7,0,0,11.4,11.2,1005,METAR_AUTO,False
VABB,2025-11-26T00:00:00,VABB 260000Z 12005KT 9999 NIL ////// Q1013,9999,NIL,120,5,0,0,26.1,18.1,1012,METAR_AUTO,False
VABB,2025-11-26T03:00:00,VABB 260300Z 27010KT 6000 NIL ////// Q1013,6000,NIL,270,10,0,0,19.7,10.5,1025,METAR_AUTO,False
VABB,2025-11-26T06:00:00,VABB 260600Z 04011KT 9999 NIL ////// Q1013,9999,NIL,40,11,0,0,14.2,17.4,1009,METAR_AUTO,False
VABB,2025-11-26T09:00:00,VABB 260900Z 35013KT 9999 HZ ////// Q1013,9999,HZ,350,13,0,0,19.1,17.5,1011,METAR_AUTO,False
VABB,2025-11-26T12:00:00,VABB 261200Z 00009KT 9999 NIL ////// Q1013,9999,NIL,0,9,0,0,22.8,15.8,1025,METAR_AUTO,False
VABB,2025-11-26T15:00:00,VABB 261500Z 02007KT 9999 NIL ////// Q1013,9999,NIL,20,7,0,0,14.8,18.8,1013,METAR_AUTO,False
VABB,2025-11-26T18:00:00,VABB 261800Z 14017KT 6000 NIL ////// Q1013,6000,NIL,140,17,0,0,20.8,16.7,1021,METAR_AUTO,False
VABB,2025-11-26T21:00:00,VABB 262100Z 04005KT 9999 HZ ////// Q1013,9999,HZ,40,5,0,0,19.9,8.5,1007,METAR_AUTO,False
VABB,2025-11-27T00:00:00,VABB 270000Z 20020KT 3000 NIL ////// Q1013,3000,NIL,200,20,0,0,10.2,18.8,1013,METAR_AUTO,False
VABB,2025-11-27T03:00:00,VABB 270300Z 16014KT 6000 HZ ////// Q1013,6000,HZ,160,14,0,0,17.3,10.8,1024,METAR_AUTO,False
VABB,2025-11-27T06:00:00,VABB 270600Z 29005KT 6000 NIL ////// Q1013,6000,NIL,290,5,0,0,27.4,9.6,1016,METAR_AUTO,False
VABB,2025-11-27T09:00:00,VABB 270900Z 19020KT 9999 NIL ////// Q1013,9999,NIL,190,20,0,0,26.6,6.0,1020,METAR_AUTO,False
VABB,2025-11-27T12:00:00,VABB 271200Z 18019KT 9999 NIL ////// Q1013,9999,NIL,180,19,0,0,19.7,5.9,1025,METAR_AUTO,False
VABB,2025-11-27T15:00:00,VABB 271500Z 15002KT 9999 HZ ////// Q1013,9999,HZ,150,2,0,0,10.8,19.4,1019,,True
VABB,2025-11-27T18:00:00,VABB 271800Z 21005KT 3000 NIL ////// Q1013,3000,NIL,210,5,0,0,24.9,16.1,1008,METAR_AUTO,False
VABB,2025-11-27T21:00:00,VABB 272100Z 14010KT 9999 NIL ////// Q1013,9999,NIL,140,10,0,0,16.7,16.3,1021,METAR_AUTO,False
VABB,2025-11-28T00:00:00,VABB 280000Z 09005KT 9999 NIL ////// Q1013,9999,NIL,90,5,0,0,14.1,12.6,1019,METAR_AUTO,False
VABB,2025-11-28T03:00:00,VABB 280300Z 27015KT 9999 NIL ////// Q1013,9999,NIL,270,15,0,0,14.8,5.1,1011,METAR_AUTO,False
VABB,2025-11-28T06:00:00,VABB 280600Z 22016KT 9999 NIL ////// Q1013,9999,NIL,220,16,0,0,8.6,10.9,1020,METAR_AUTO,False
VABB,2025-11-28T09:00:00,VABB 280900Z 01003KT 9999 NIL ////// Q1013,9999,NIL,10,3,0,0,12.5,18.7,1024,,True
VABB,2025-11-28T12:00:00,VABB 281200Z 00010KT 9999 HZ ////// Q1013,9999,HZ,0,10,0,0,8.7,9.1,1016,METAR_AUTO,False
VABB,2025-11-28T15:00:00,VABB 281500Z 04004KT 3000 HZ ////// Q1013,3000,HZ,40,4,0,0,14.5,12.8,1016,METAR_AUTO,False
VABB,2025-11-28T18:00:00,VABB 281800Z 12004KT 9999 NIL ////// Q1013,9999,NIL,120,4,0,0,14.5,18.4,1014,METAR_AUTO,False
VABB,2025-11-28T21:00:00,VABB 282100Z 04017KT 9999 NIL ////// Q1013,9999,NIL,40,17,0,0,12.9,18.1,1009,,True
VABB,2025-11-29T00:00:00,VABB 290000Z 08016KT 6000 NIL ////// Q1013,6000,NIL,80,16,0,0,27.8,19.5,1012,,True
VABB,2025-11-29T03:00:00,VABB 290300Z 32004KT 9999 HZ ////// Q1013,9999,HZ,320,4,0,0,20.7,12.6,1007,METAR_AUTO,False
VABB,2025-11-29T06:00:00,VABB 290600Z 27020KT 6000 NIL ////// Q1013,6000,NIL,270,20,0,0,13.3,6.4,1010,METAR_AUTO,False
VABB,2025-11-29T09:00:00,VABB 290900Z 14017KT 9999 HZ ////// Q1013,9999,HZ,140,17,0,0,10.0,10.1,1007,METAR_AUTO,False
VABB,2025-11-29T12:00:00,VABB 291200Z 25014KT 9999 NIL ////// Q1013,9999,NIL,250,14,0,0,17.8,7.4,1009,METAR_AUTO,False
VABB,2025-11-29T15:00:00,VABB 291500Z 09014KT 9999 NIL ////// Q1013,9999,NIL,90,14,0,0,26.9,19.1,1008,METAR_AUTO,False
VABB,2025-11-29T18:00:00,VABB 291800Z 23020KT 6000 HZ ////// Q1013,6000,HZ,230,20,0,0,13.8,11.4,1007,METAR_AUTO,False
VABB,2025-11-29T21:00:00,VABB 292100Z 28002KT 9999 HZ ////// Q1013,9999,HZ,280,2,0,0,21.5,19.7,1006,,True
VABB,2025-11-30T00:00:00,VABB 300000Z 12010KT 3000 NIL ////// Q1013,3000,NIL,120,10,0,0,20.1,15.5,1016,METAR_AUTO,False
VABB,2025-11-30T03:00:00,VABB 300300Z 18019KT 3000 HZ ////// Q1013,3000,HZ,180,19,0,0,10.9,18.4,1017,METAR_AUTO,False
VABB,2025-11-30T06:00:00,VABB 300600Z 03020KT 9999 HZ ////// Q1013,9999,HZ,30,20,0,0,12.0,9.4,1014,METAR_AUTO,False
VABB,2025-11-30T09:00:00,VABB 300900Z 10010KT 9999 HZ ////// Q1013,9999,HZ,100,10,0,0,13.1,17.0,1008,,True
VABB,2025-11-30T12:00:00,VABB 301200Z 28009KT 6000 NIL ////// Q1013,6000,NIL,280,9,0,0,14.8,11.4,1009,METAR_AUTO,False
VABB,2025-11-30T15:00:00,VABB 301500Z 10009KT 9999 NIL ////// Q1013,9999,NIL,100,9,0,0,16.7,5.2,1017,METAR_AUTO,False
VABB,2025-11-30T18:00:00,VABB 301800Z 15003KT 9999 NIL ////// Q1013,9999,NIL,150,3,0,0,9.3,18.6,1022,METAR_AUTO,False
VABB,2025-11-30T21:00:00,VABB 302100Z 02019KT 3000 NIL ////// Q1013,3000,NIL,20,19,0,0,15.5,13.3,1023,METAR_AUTO,False
VABB,2025-12-01T00:00:00,VABB 010000Z 09004KT 0800 MIFG ////// Q1013,800,MIFG,90,4,1,1,14.6,9.5,1008,METAR_AUTO,False
VABB,2025-12-01T03:00:00,VABB 010300Z 08013KT 1500 BR ////// Q1013,1500,BR,80,13,0,0,22.7,16.6,1014,METAR_AUTO,False
VABB,2025-12-01T06:00:00,VABB 010600Z 12013KT 1500 FG ////// Q1013,1500,FG,120,13,1,0,22.5,13.1,1013,,True
VABB,2025-12-01T09:00:00,VABB 010900Z 31002KT 9999 NIL ////// Q1013,9999,NIL,310,2,0,0,25.3,7.9,1023,METAR_AUTO,False
VABB,2025-12-01T12:00:00,VABB 011200Z 11007KT 9999 NIL ////// Q1013,9999,NIL,110,7,0,0,11.4,11.4,1009,METAR_AUTO,False
VABB,2025-12-01T15:00:00,VABB 011500Z 04012KT 9999 NIL ////// Q1013,9999,NIL,40,12,0,0,13.0,13.5,1017,METAR_AUTO,False
VABB,2025-12-01T18:00:00,VABB 011800Z 31020KT 9999 HZ ////// Q1013,9999,HZ,310,20,0,0,11.3,11.4,1015,METAR_AUTO,False
VABB,2025-12-01T21:00:00,VABB 012100Z 09015KT 9999 NIL ////// Q1013,9999,NIL,90,15,0,0,27.0,8.6,1017,METAR_AUTO,False
VABB,2025-12-02T00:00:00,VABB 020000Z 11007KT 0800 MIFG ////// Q1013,800,MIFG,110,7,1,1,15.5,7.9,1025,METAR_AUTO,False
VABB,2025-12-02T03:00:00,VABB 020300Z 00006KT 0400 FG ////// Q1013,400,FG,0,6,1,1,11.2,5.6,1007,METAR_AUTO,False
VABB,2025-12-02T06:00:00,VABB 020600Z 35017KT 0800 MIFG ////// Q1013,800,MIFG,350,17,1,1,12.3,7.1,1017,METAR_AUTO,False
VABB,2025-12-02T09:00:00,VABB 020900Z 29018KT 9999 NIL ////// Q1013,9999,NIL,290,18,0,0,20.2,14.6,1015,METAR_AUTO,False
VABB,2025-12-02T12:00:00,VABB 021200Z 18015KT 9999 NIL ////// Q1013,9999,NIL,180,15,0,0,20.2,11.4,1010,METAR_AUTO,False
VABB,2025-12-02T15:00:00,VABB 021500Z 24016KT 9999 NIL ////// Q1013,9999,NIL,240,16,0,0,10.0,13.1,1024,METAR_AUTO,False
VABB,2025-12-02T18:00:00,VABB 021800Z 30005KT 9999 HZ ////// Q1013,9999,HZ,300,5,0,0,21.2,5.8,1015,,True
VABB,2025-12-02T21:00:00,VABB 022100Z 06009KT 3000 NIL ////// Q1013,3000,NIL,60,9,0,0,17.7,14.9,1020,METAR_AUTO,False
VABB,2025-12-03T00:00:00,VABB 030000Z 19009KT 1500 MIFG ////// Q1013,1500,MIFG,190,9,1,0,9.1,8.1,1009,METAR_AUTO,False
VABB,2025-12-03T03:00:00,VABB 030300Z 17005KT 1500 MIFG ////// Q1013,1500,MIFG,170,5,1,0,26.6,15.4,1011,METAR_AUTO,False
VABB,2025-12-03T06:00:00,VABB 030600Z 17007KT 0200 BR ////// Q1013,200,BR,170,7,0,1,11.0,18.2,1025,METAR_AUTO,False
VABB,2025-12-03T09:00:00,VABB 030900Z 17006KT 9999 NIL ////// Q1013,9999,NIL,170,6,0,0,13.7,11.6,1007,METAR_AUTO,False
VABB,2025-12-03T12:00:00,VABB 031200Z 30015KT 9999 NIL ////// Q1013,9999,NIL,300,15,0,0,10.3,15.0,1021,METAR_AUTO,False
VABB,2025-12-03T15:00:00,VABB 031500Z 13013KT 9999 HZ ////// Q1013,9999,HZ,130,13,0,0,15.9,18.0,1009,METAR_AUTO,False
VABB,2025-12-03T18:00:00,VABB 031800Z 07013KT 3000 NIL ////// Q1013,3000,NIL,70,13,0,0,21.0,13.3,1024,METAR_AUTO,False
VABB,2025-12-03T21:00:00,VABB 032100Z 18005KT 6000 NIL ////// Q1013,6000,NIL,180,5,0,0,10.0,18.8,1011,METAR_AUTO,False
VABB,2025-12-04T00:00:00,VABB 040000Z 04020KT 0400 MIFG ////// Q1013,400,MIFG,40,20,1,1,16.0,16.7,1005,METAR_AUTO,False
VABB,2025-12-04T03:00:00,VABB 040300Z 20018KT 0400 MIFG ////// Q1013,400,MIFG,200,18,1,1,16.4,12.7,1024,METAR_AUTO,False
VABB,2025-12-04T06:00:00,VABB 040600Z 11007KT 0400 FG ////// Q1013,400,FG,110,7,1,1,19.4,7.8,1010,METAR_AUTO,False
VABB,2025-12-04T09:00:00,VABB 040900Z 00008KT 9999 NIL ////// Q1013,9999,NIL,0,8,0,0,10.5,7.3,1019,METAR_AUTO,False
VABB,2025-12-04T12:00:00,VABB 041200Z 16005KT 9999 NIL ////// Q1013,9999,NIL,160,5,0,0,12.7,14.3,1011,METAR_AUTO,False
VABB,2025-12-04T15:00:00,VABB 041500Z 14012KT 9999 NIL ////// Q1013,9999,NIL,140,12,0,0,15.0,15.3,1021,METAR_AUTO,False
VABB,2025-12-04T18:00:00,VABB 041800Z 15019KT 6000 NIL ////// Q1013,6000,NIL,150,19,0,0,27.3,12.6,1016,METAR_AUTO,False
VABB,2025-12-04T21:00:00,VABB 042100Z 19018KT 9999 HZ ////// Q1013,9999,HZ,190,18,0,0,26.4,6.9,1025,METAR_AUTO,False
VABB,2025-12-05T00:00:00,VABB 050000Z 11020KT 0400 BR ////// Q1013,400,BR,110,20,0,1,11.3,12.9,1009,METAR_AUTO,False
VABB,2025-12-05T03:00:00,VABB 050300Z 27005KT 0200 BR ////// Q1013,200,BR,270,5,0,1,26.2,9.3,1018,METAR_AUTO,False
VABB,2025-12-05T06:00:00,VABB 050600Z 01013KT 0200 BR ////// Q1013,200,BR,10,13,0,1,20.7,15.0,1007,METAR_AUTO,False
VABB,2025-12-05T09:00:00,VABB 050900Z 29004KT 6000 NIL ////// Q1013,6000,NIL,290,4,0,0,8.8,16.6,1005,METAR_AUTO,False
VABB,2025-12-05T12:00:00,VABB 051200Z 04020KT 6000 NIL ////// Q1013,6000,NIL,40,20,0,0,19.7,11.0,1010,METAR_AUTO,False
VABB,2025-12-05T15:00:00,VABB 051500Z 18003KT 9999 NIL ////// Q1013,9999,NIL,180,3,0,0,9.8,11.9,1025,,True
VABB,2025-12-05T18:00:00,VABB 051800Z 13004KT 6000 HZ ////// Q1013,6000,HZ,130,4,0,0,9.9,6.8,1022,METAR_AUTO,False
VABB,2025-12-05T21:00:00,VABB 052100Z 05004KT 6000 NIL ////// Q1013,6000,NIL,50,4,0,0,22.0,13.9,1024,METAR_AUTO,False
VABB,2025-12-06T00:00:00,VABB 060000Z 31005KT 0400 MIFG ////// Q1013,400,MIFG,310,5,1,1,24.6,9.3,1024,METAR_AUTO,False
VABB,2025-12-06T03:00:00,VABB 060300Z 05005KT 0400 MIFG ////// Q1013,400,MIFG,50,5,1,1,13.7,14.5,1013,METAR_AUTO,False
VABB,2025-12-06T06:00:00,VABB 060600Z 10019KT 0200 FG ////// Q1013,200,FG,100,19,1,1,15.9,7.9,1008,METAR_AUTO,False
VABB,2025-12-06T09:00:00,VABB 060900Z 07014KT 3000 HZ ////// Q1013,3000,HZ,70,14,0,0,13.5,16.7,1021,METAR_AUTO,False
VABB,2025-12-06T12:00:00,VABB 061200Z 23012KT 9999 NIL ////// Q1013,9999,NIL,230,12,0,0,23.1,15.6,1019,METAR_AUTO,False
VABB,2025-12-06T15:00:00,VABB 061500Z 03002KT 9999 NIL ////// Q1013,9999,NIL,30,2,0,0,10.3,19.1,1021,METAR_AUTO,False
VABB,2025-12-06T18:00:00,VABB 061800Z 31015KT 6000 NIL ////// Q1013,6000,NIL,310,15,0,0,21.9,5.1,1007,METAR_AUTO,False
VABB,2025-12-06T21:00:00,VABB 062100Z 12016KT 9999 NIL ////// Q1013,9999,NIL,120,16,0,0,15.2,19.6,1016,METAR_AUTO,False
VABB,2025-12-07T00:00:00,VABB 070000Z 02016KT 0400 MIFG ////// Q1013,400,MIFG,20,16,1,1,19.3,5.3,1012,METAR_AUTO,False
VABB,2025-12-07T03:00:00,VABB 070300Z 34020KT 0400 FG ////// Q1013,400,FG,340,20,1,1,9.6,8.0,1024,METAR_AUTO,False
VABB,2025-12-07T06:00:00,VABB 070600Z 24009KT 0200 BR ////// Q1013,200,BR,240,9,0,1,22.6,5.0,1013,METAR_AUTO,False
VABB,2025-12-07T09:00:00,VABB 070900Z 00018KT 9999 NIL ////// Q1013,9999,NIL,0,18,0,0,21.9,12.6,1007,,True
VABB,2025-12-07T12:00:00,VABB 071200Z 33012KT 9999 NIL ////// Q1013,9999,NIL,330,12,0,0,9.4,9.2,1020,METAR_AUTO,False
VABB,2025-12-07T15:00:00,VABB 071500Z 30008KT 9999 NIL ////// Q1013,9999,NIL,300,8,0,0,10.8,11.5,1023,METAR_AUTO,False
VABB,2025-12-07T18:00:00,VABB 071800Z 22005KT 3000 NIL ////// Q1013,3000,NIL,220,5,0,0,18.4,14.7,1017,,True
VABB,2025-12-07T21:00:00,VABB 072100Z 11020KT 9999 HZ ////// Q1013,9999,HZ,110,20,0,0,26.1,17.8,1010,METAR_AUTO,False
VABB,2025-12-08T00:00:00,VABB 080000Z 08013KT 0200 MIFG ////// Q1013,200,MIFG,80,13,1,1,26.0,11.8,1019,METAR_AUTO,False
VABB,2025-12-08T03:00:00,VABB 080300Z 33019KT 0800 FG ////// Q1013,800,FG,330,19,1,1,21.0,14.7,1015,METAR_AUTO,False
VABB,2025-12-08T06:00:00,VABB 080600Z 10015KT 0400 MIFG ////// Q1013,400,MIFG,100,15,1,1,26.5,19.7,1006,METAR_AUTO,False
VABB,2025-12-08T09:00:00,VABB 080900Z 12017KT 3000 NIL ////// Q1013,3000,NIL,120,17,0,0,26.7,10.0,1023,METAR_AUTO,False
VABB,2025-12-08T12:00:00,VABB 081200Z 00004KT 9999 HZ ////// Q1013,9999,HZ,0,4,0,0,10.1,19.1,1009,METAR_AUTO,False
VABB,2025-12-08T15:00:00,VABB 081500Z 20009KT 3000 HZ ////// Q1013,3000,HZ,200,9,0,0,17.6,14.1,1011,METAR_AUTO,False
VABB,2025-12-08T18:00:00,VABB 081800Z 18005KT 9999 HZ ////// Q1013,9999,HZ,180,5,0,0,20.8,11.3,1012,METAR_AUTO,False
VABB,2025-12-08T21:00:00,VABB 082100Z 34013KT 6000 NIL ////// Q1013,6000,NIL,340,13,0,0,22.6,11.4,1018,METAR_AUTO,False
VABB,2025-12-09T00:00:00,VABB 090000Z 17008KT 0200 BR ////// Q1013,200,BR,170,8,0,1,16.9,13.7,1005,METAR_AUTO,False
VABB,2025-12-09T03:00:00,VABB 090300Z 20006KT 0400 FG ////// Q1013,400,FG,200,6,1,1,10.3,12.5,1012,,True
VABB,2025-12-09T06:00:00,VABB 090600Z 23007KT 0800 FG ////// Q1013,800,FG,230,7,1,1,17.0,15.3,1021,METAR_AUTO,False
VABB,2025-12-09T09:00:00,VABB 090900Z 31011KT 9999 NIL ////// Q1013,9999,NIL,310,11,0,0,21.7,8.8,1005,METAR_AUTO,False
VABB,2025-12-09T12:00:00,VABB 091200Z 28016KT 9999 NIL ////// Q1013,9999,NIL,280,16,0,0,21.8,18.3,1016,,True
VABB,2025-12-09T15:00:00,VABB 091500Z 17002KT 9999 HZ ////// Q1013,9999,HZ,170,2,0,0,8.0,12.5,1018,METAR_AUTO,False
VABB,2025-12-09T18:00:00,VABB 091800Z 02006KT 9999 NIL ////// Q1013,9999,NIL,20,6,0,0,27.1,13.3,1022,METAR_AUTO,False
VABB,2025-12-09T21:00:00,VABB 092100Z 03004KT 9999 HZ ////// Q1013,9999,HZ,30,4,0,0,11.4,5.8,1012,METAR_AUTO,False
VABB,2025-12-10T00:00:00,VABB 100000Z 02012KT 0800 FG ////// Q1013,800,FG,20,12,1,1,14.2,12.3,1010,METAR_AUTO,False
VABB,2025-12-10T03:00:00,VABB 100300Z 21015KT 0400 BR ////// Q1013,400,BR,210,15,0,1,16.2,7.6,1019,METAR_AUTO,False
VABB,2025-12-10T06:00:00,VABB 100600Z 29019KT 1500 MIFG ////// Q1013,1500,MIFG,290,19,1,0,20.8,7.7,1016,METAR_AUTO,False
VABB,2025-12-10T09:00:00,VABB 100900Z 05019KT 3000 HZ ////// Q1013,3000,HZ,50,19,0,0,21.9,9.9,1009,METAR_AUTO,False
VABB,2025-12-10T12:00:00,VABB 101200Z 21013KT 3000 NIL ////// Q1013,3000,NIL,210,13,0,0,19.9,6.0,1013,,True
VABB,2025-12-10T15:00:00,VABB 101500Z 03020KT 9999 NIL ////// Q1013,9999,NIL,30,20,0,0,8.1,16.6,1012,METAR_AUTO,False
VABB,2025-12-10T18:00:00,VABB 101800Z 20011KT 9999 NIL ////// Q1013,9999,NIL,200,11,0,0,13.0,13.1,1020,METAR_AUTO,False
VABB,2025-12-10T21:00:00,VABB 102100Z 06012KT 6000 NIL ////// Q1013,6000,NIL,60,12,0,0,13.1,18.0,1025,METAR_AUTO,False
VABB,2025-12-11T00:00:00,VABB 110000Z 20010KT 0800 BR ////// Q1013,800,BR,200,10,0,1,25.1,9.1,1022,METAR_AUTO,False
VABB,2025-12-11T03:00:00,VABB 110300Z 30007KT 0800 FG ////// Q1013,800,FG,300,7,1,1,25.0,13.1,1010,METAR_AUTO,False
VABB,2025-12-11T06:00:00,VABB 110600Z 22020KT 1500 BR ////// Q1013,1500,BR,220,20,0,0,25.0,17.6,1022,METAR_AUTO,False
VABB,2025-12-11T09:00:00,VABB 110900Z 12010KT 9999 NIL ////// Q1013,9999,NIL,120,10,0,0,18.9,11.7,1010,METAR_AUTO,False
VABB,2025-12-11T12:00:00,VABB 111200Z 16012KT 9999 NIL ////// Q1013,9999,NIL,160,12,0,0,27.1,12.0,1017,METAR_AUTO,False
VABB,2025-12-11T15:00:00,VABB 111500Z 13018KT 3000 NIL ////// Q1013,3000,NIL,130,18,0,0,14.3,8.0,1009,METAR_AUTO,False
VABB,2025-12-11T18:00:00,VABB 111800Z 07004KT 9999 NIL ////// Q1013,9999,NIL,70,4,0,0,8.0,14.4,1009,METAR_AUTO,False
VABB,2025-12-11T21:00:00,VABB 112100Z 27007KT 9999 NIL ////// Q1013,9999,NIL,270,7,0,0,27.6,16.8,1024,METAR_AUTO,False
VABB,2025-12-12T00:00:00,VABB 120000Z 09016KT 0400 BR ////// Q1013,400,BR,90,16,0,1,19.3,12.3,1006,METAR_AUTO,False
VABB,2025-12-12T03:00:00,VABB 120300Z 24019KT 0400 BR ////// Q1013,400,BR,240,19,0,1,10.8,18.7,1016,METAR_AUTO,False
VABB,2025-12-12T06:00:00,VABB 120600Z 30015KT 0400 MIFG ////// Q1013,400,MIFG,300,15,1,1,15.4,10.8,1021,METAR_AUTO,False
VABB,2025-12-12T09:00:00,VABB 120900Z 10014KT 6000 NIL ////// Q1013,6000,NIL,100,14,0,0,26.1,8.7,1010,METAR_AUTO,False
VABB,2025-12-12T12:00:00,VABB 121200Z 20003KT 6000 NIL ////// Q1013,6000,NIL,200,3,0,0,23.8,6.5,1009,METAR_AUTO,False
VABB,2025-12-12T15:00:00,VABB 121500Z 34014KT 9999 NIL ////// Q1013,9999,NIL,340,14,0,0,15.2,19.1,1009,,True
VABB,2025-12-12T18:00:00,VABB 121800Z 35004KT 9999 NIL ////// Q1013,9999,NIL,350,4,0,0,27.7,11.0,1013,METAR_AUTO,False
VABB,2025-12-12T21:00:00,VABB 122100Z 21011KT 9999 NIL ////// Q1013,9999,NIL,210,11,0,0,11.0,14.8,1008,METAR_AUTO,False
VABB,2025-12-13T00:00:00,VABB 130000Z 31010KT 0800 FG ////// Q1013,800,FG,310,10,1,1,17.1,5.6,1010,METAR_AUTO,False
VABB,2025-12-13T03:00:00,VABB 130300Z 10019KT 0400 MIFG ////// Q1013,400,MIFG,100,19,1,1,26.2,9.9,1012,METAR_AUTO,False
VABB,2025-12-13T06:00:00,VABB 130600Z 00017KT 0800 FG ////// Q1013,800,FG,0,17,1,1,21.3,17.6,1022,METAR_AUTO,False
VABB,2025-12-13T09:00:00,VABB 130900Z 28019KT 9999 HZ ////// Q1013,9999,HZ,280,19,0,0,19.0,7.3,1013,METAR_AUTO,False
VABB,2025-12-13T12:00:00,VABB 131200Z 11016KT 9999 HZ ////// Q1013,9999,HZ,110,16,0,0,22.3,15.4,1015,METAR_AUTO,False
VABB,2025-12-13T15:00:00,VABB 131500Z 33008KT 9999 NIL ////// Q1013,9999,NIL,330,8,0,0,24.3,14.3,1010,METAR_AUTO,False
