flt_no,src,dst,sched_time,actual_time,status_cd,delay_mins,ac_reg,sector,ops_month,data_ver
6E6732,ATQ,VNS,05/10/2025 05:15,05/10/2025 05:15,OK,0,VT-A005,ATQ-VNS,OCT-2025,LEGACY_v1
6E3397,AMD,BOM,05/10/2025 01:30,05/10/2025 01:30,OK,0,VT-C001,AMD-BOM,OCT-2025,LEGACY_v1
6E3190,JAI,COK,05/10/2025 01:00,05/10/2025 01:00,OK,0,VT-E016,JAI-COK,OCT-2025,LEGACY_v1
6E913,PNQ,BLR,05/10/2025 19:45,05/10/2025 19:45,OK,0,VT-A031,PNQ-BLR,OCT-2025,LEGACY_v1
6E8711,BLR,IXB,05/10/2025 17:45,05/10/2025 17:45,OK,0,VT-E050,BLR-IXB,OCT-2025,LEGACY_v1
6E9226,JAI,PAT,05/10/2025 09:45,05/10/2025 11:40,DLY,115,VT-C055,JAI-PAT,OCT-2025,LEGACY_v1
6E5706,BHO,LKO,05/10/2025 09:15,05/10/2025 09:15,OK,0,VT-E017,BHO-LKO,OCT-2025,LEGACY_v1
6E3378,GAU,ATQ,05/10/2025 02:30,05/10/2025 02:30,OK,0,VT-A060,GAU-ATQ,OCT-2025,LEGACY_v1
6E352,BHO,LKO,05/10/2025 18:45,05/10/2025 18:45,OK,0,VT-D040,BHO-LKO,OCT-2025,LEGACY_v1
6E3125,HYD,SXR,05/10/2025 15:15,05/10/2025 15:15,OK,0,VT-E034,HYD-SXR,OCT-2025,LEGACY_v1
6E2134,SXR,GAU,05/10/2025 13:30,05/10/2025 13:30,OK,0,VT-A021,SXR-GAU,OCT-2025,LEGACY_v1
6E8210,BHO,COK,05/10/2025 15:30,05/10/2025 17:14,DLY,104,VT-C047,BHO-COK,OCT-2025,LEGACY_v1
6E7859,BHO,GAU,05/10/2025 09:30,05/10/2025 09:30,OK,0,VT-A033,BHO-GAU,OCT-2025,LEGACY_v1
6E133,PAT,MAA,05/10/2025 10:15,05/10/2025 11:36,DLY,81,VT-D007,PAT-MAA,OCT-2025,LEGACY_v1
6E7600,IXC,JAI,05/10/2025 16:45,05/10/2025 16:45,OK,0,VT-C023,IXC-JAI,OCT-2025,LEGACY_v1
6E3981,PAT,HYD,05/10/2025 08:45,05/10/2025 08:45,OK,0,VT-A024,PAT-HYD,OCT-2025,LEGACY_v1
6E6033,LKO,JAI,05/10/2025 20:00,05/10/2025 21:37,DLY,97,VT-E050,LKO-JAI,OCT-2025,LEGACY_v1
6E1731,AMD,PNQ,05/10/2025 21:45,05/10/2025 21:45,OK,0,VT-B003,AMD-PNQ,OCT-2025,LEGACY_v1
6E1735,COK,IXB,05/10/2025 00:45,05/10/2025 00:45,OK,0,VT-E013,COK-IXB,OCT-2025,LEGACY_v1
6E7392,CCU,JAI,05/10/2025 02:45,05/10/2025 02:45,OK,0,VT-A031,CCU-JAI,OCT-2025,LEGACY_v1
6E9280,CCU,GOI,05/10/2025 11:45,05/10/2025 11:45,OK,0,VT-E052,CCU-GOI,OCT-2025,LEGACY_v1
6E1309,GAU,PNQ,05/10/2025 15:15,N/A,CXL,,VT-A045,GAU-PNQ,OCT-2025,LEGACY_v1
6E6918,DEL,COK,05/10/2025 07:00,05/10/2025 07:00,OK,0,VT-C001,DEL-COK,OCT-2025,LEGACY_v1
6E5908,BOM,VNS,05/10/2025 23:45,05/10/2025 23:45,OK,0,VT-C001,BOM-VNS,OCT-2025,LEGACY_v1
6E7401,IXB,SXR,05/10/2025 15:00,05/10/2025 15:00,OK,0,VT-B060,IXB-SXR,OCT-2025,LEGACY_v1
6E1955,MAA,GAU,05/10/2025 05:15,05/10/2025 05:15,OK,0,VT-C048,MAA-GAU,OCT-2025,LEGACY_v1
6E3160,CCU,BLR,05/10/2025 21:00,N/A,CXL,,VT-C019,CCU-BLR,OCT-2025,LEGACY_v1
6E4210,SXR,GOI,05/10/2025 15:15,05/10/2025 18:02,DLY,167,VT-D031,SXR-GOI,OCT-2025,LEGACY_v1
6E2628,GOI,PAT,05/10/2025 11:45,05/10/2025 11:45,OK,0,VT-E010,GOI-PAT,OCT-2025,LEGACY_v1
6E5878,MAA,LKO,05/10/2025 04:00,05/10/2025 04:00,OK,0,VT-D034,MAA-LKO,OCT-2025,LEGACY_v1
6E4081,HYD,AMD,05/10/2025 23:45,05/10/2025 23:45,OK,0,VT-E030,HYD-AMD,OCT-2025,LEGACY_v1
6E261,GAU,BOM,05/10/2025 01:45,05/10/2025 01:45,OK,0,VT-D058,GAU-BOM,OCT-2025,LEGACY_v1
6E5933,SXR,PNQ,05/10/2025 07:15,05/10/2025 07:15,OK,0,VT-C012,SXR-PNQ,OCT-2025,LEGACY_v1
6E8662,IXC,VNS,05/10/2025 04:00,05/10/2025 04:00,OK,0,VT-C037,IXC-VNS,OCT-2025,LEGACY_v1
6E1960,PAT,IXC,05/10/2025 21:45,05/10/2025 21:45,OK,0,VT-B029,PAT-IXC,OCT-2025,LEGACY_v1
6E8545,DEL,ATQ,05/10/2025 03:15,05/10/2025 03:15,OK,0,VT-C043,DEL-ATQ,OCT-2025,LEGACY_v1
6E2679,BLR,ATQ,05/10/2025 22:30,06/10/2025 00:59,DLY,149,VT-C028,BLR-ATQ,OCT-2025,LEGACY_v1
6E8278,PAT,SXR,05/10/2025 17:45,05/10/2025 19:32,DLY,107,VT-D051,PAT-SXR,OCT-2025,LEGACY_v1
6E310,BLR,PNQ,05/10/2025 22:45,05/10/2025 22:45,OK,0,VT-C036,BLR-PNQ,OCT-2025,LEGACY_v1
6E3182,LKO,SXR,05/10/2025 20:00,05/10/2025 20:00,OK,0,VT-A058,LKO-SXR,OCT-2025,LEGACY_v1
6E5017,BOM,LKO,06/10/2025 03:45,N/A,CXL,,VT-C054,BOM-LKO,OCT-2025,LEGACY_v1
6E1570,BLR,BHO,06/10/2025 01:45,06/10/2025 02:10,DLY,25,VT-E031,BLR-BHO,OCT-2025,LEGACY_v1
6E9047,ATQ,GOI,06/10/2025 13:15,06/10/2025 14:09,DLY,54,VT-B039,ATQ-GOI,OCT-2025,LEGACY_v1
6E2852,AMD,JAI,06/10/2025 16:45,06/10/2025 16:45,OK,0,VT-D012,AMD-JAI,OCT-2025,LEGACY_v1
6E6228,LKO,SXR,06/10/2025 23:00,07/10/2025 01:12,DLY,132,VT-C042,LKO-SXR,OCT-2025,LEGACY_v1
6E1783,LKO,BLR,06/10/2025 13:45,06/10/2025 13:45,OK,0,VT-D026,LKO-BLR,OCT-2025,LEGACY_v1
6E5424,IXC,BOM,06/10/2025 01:00,06/10/2025 01:00,OK,0,VT-C004,IXC-BOM,OCT-2025,LEGACY_v1
6E6958,SXR,ATQ,06/10/2025 01:00,06/10/2025 01:00,OK,0,VT-D021,SXR-ATQ,OCT-2025,LEGACY_v1
6E5353,PAT,AMD,06/10/2025 21:00,N/A,CXL,,VT-C006,PAT-AMD,OCT-2025,LEGACY_v1
6E5095,COK,BOM,06/10/2025 21:00,N/A,DIV,,VT-B022,COK-BOM,OCT-2025,LEGACY_v1
6E8825,DEL,COK,06/10/2025 13:30,06/10/2025 13:30,OK,0,VT-A006,DEL-COK,OCT-2025,LEGACY_v1
6E1388,JAI,PAT,06/10/2025 00:00,06/10/2025 01:18,DLY,78,VT-E035,JAI-PAT,OCT-2025,LEGACY_v1
6E8076,BOM,IXB,06/10/2025 04:45,06/10/2025 04:45,OK,0,VT-A047,BOM-IXB,OCT-2025,LEGACY_v1
6E966,ATQ,IXB,06/10/2025 01:30,06/10/2025 01:30,OK,0,VT-D051,ATQ-IXB,OCT-2025,LEGACY_v1
6E7569,HYD,COK,06/10/2025 05:15,06/10/2025 05:15,OK,0,VT-D029,HYD-COK,OCT-2025,LEGACY_v1
6E7054,IXC,BLR,06/10/2025 22:45,06/10/2025 22:45,OK,0,VT-B018,IXC-BLR,OCT-2025,LEGACY_v1
6E172,GAU,VNS,06/10/2025 23:15,07/10/2025 00:37,DLY,82,VT-A019,GAU-VNS,OCT-2025,LEGACY_v1
6E6557,HYD,CCU,06/10/2025 21:00,06/10/2025 21:00,OK,0,VT-E057,HYD-CCU,OCT-2025,LEGACY_v1
6E5902,GAU,VNS,06/10/2025 04:45,06/10/2025 04:45,OK,0,VT-B014,GAU-VNS,OCT-2025,LEGACY_v1
6E8850,PAT,PNQ,06/10/2025 04:45,06/10/2025 04:45,OK,0,VT-C026,PAT-PNQ,OCT-2025,LEGACY_v1
6E4441,VNS,COK,06/10/2025 19:00,06/10/2025 19:00,OK,0,VT-B025,VNS-COK,OCT-2025,LEGACY_v1
6E5855,LKO,PNQ,06/10/2025 11:15,06/10/2025 11:15,OK,0,VT-E001,LKO-PNQ,OCT-2025,LEGACY_v1
6E361,MAA,BHO,06/10/2025 01:45,06/10/2025 01:45,OK,0,VT-B060,MAA-BHO,OCT-2025,LEGACY_v1
6E9266,COK,ATQ,06/10/2025 13:45,06/10/2025 13:45,OK,0,VT-B015,COK-ATQ,OCT-2025,LEGACY_v1
6E7096,DEL,VNS,06/10/2025 12:15,N/A,DIV,,VT-B039,DEL-VNS,OCT-2025,LEGACY_v1
6E9015,BOM,BLR,06/10/2025 10:00,06/10/2025 10:00,OK,0,VT-E002,BOM-BLR,OCT-2025,LEGACY_v1
6E4504,GOI,IXC,06/10/2025 07:15,06/10/2025 07:15,OK,0,VT-B002,GOI-IXC,OCT-2025,LEGACY_v1
6E424,GOI,IXC,06/10/2025 14:15,06/10/2025 15:22,DLY,67,VT-B049,GOI-IXC,OCT-2025,LEGACY_v1
6E2272,VNS,ATQ,06/10/2025 05:15,N/A,CXL,,VT-D043,VNS-ATQ,OCT-2025,LEGACY_v1
6E6253,MAA,LKO,06/10/2025 07:15,N/A,CXL,,VT-D046,MAA-LKO,OCT-2025,LEGACY_v1
6E4992,BHO,BLR,06/10/2025 01:45,06/10/2025 03:36,DLY,111,VT-E004,BHO-BLR,OCT-2025,LEGACY_v1
6E4059,PAT,GOI,06/10/2025 18:00,06/10/2025 18:07,DLY,7,VT-A045,PAT-GOI,OCT-2025,LEGACY_v1
6E1216,HYD,ATQ,06/10/2025 09:45,N/A,CXL,,VT-A014,HYD-ATQ,OCT-2025,LEGACY_v1
6E1447,DEL,PAT,06/10/2025 00:45,06/10/2025 00:45,OK,0,VT-D055,DEL-PAT,OCT-2025,LEGACY_v1
6E1122,PAT,JAI,06/10/2025 05:00,06/10/2025 05:00,OK,0,VT-A042,PAT-JAI,OCT-2025,LEGACY_v1
6E3754,COK,IXB,06/10/2025 22:30,06/10/2025 22:30,OK,0,VT-B003,COK-IXB,OCT-2025,LEGACY_v1
6E3235,BLR,AMD,06/10/2025 00:15,06/10/2025 01:17,DLY,62,VT-C057,BLR-AMD,OCT-2025,LEGACY_v1
6E4010,COK,DEL,06/10/2025 12:30,06/10/2025 12:30,OK,0,VT-A004,COK-DEL,OCT-2025,LEGACY_v1
6E6956,IXB,MAA,06/10/2025 15:15,06/10/2025 16:06,DLY,51,VT-D004,IXB-MAA,OCT-2025,LEGACY_v1
6E4813,BHO,PAT,06/10/2025 16:00,N/A,CXL,,VT-A015,BHO-PAT,OCT-2025,LEGACY_v1
6E7245,LKO,HYD,06/10/2025 19:45,06/10/2025 19:45,OK,0,VT-B036,LKO-HYD,OCT-2025,LEGACY_v1
6E3465,JAI,HYD,06/10/2025 17:45,06/10/2025 17:45,OK,0,VT-D043,JAI-HYD,OCT-2025,LEGACY_v1
6E5387,HYD,MAA,06/10/2025 21:30,N/A,CXL,,VT-A032,HYD-MAA,OCT-2025,LEGACY_v1
6E6742,ATQ,SXR,06/10/2025 01:15,06/10/2025 01:15,OK,0,VT-B015,ATQ-SXR,OCT-2025,LEGACY_v1
6E4605,SXR,DEL,06/10/2025 18:15,06/10/2025 18:15,OK,0,VT-B008,SXR-DEL,OCT-2025,LEGACY_v1
6E2316,SXR,BOM,06/10/2025 22:45,06/10/2025 22:45,OK,0,VT-A028,SXR-BOM,OCT-2025,LEGACY_v1
6E4071,GAU,JAI,06/10/2025 20:30,06/10/2025 20:30,OK,0,VT-C048,GAU-JAI,OCT-2025,LEGACY_v1
6E1554,BOM,PNQ,06/10/2025 02:00,N/A,CXL,,VT-B005,BOM-PNQ,OCT-2025,LEGACY_v1
6E4157,JAI,BLR,07/10/2025 21:00,07/10/2025 21:26,DLY,26,VT-B015,JAI-BLR,OCT-2025,LEGACY_v1
6E1828,BHO,GAU,07/10/2025 02:00,07/10/2025 02:00,OK,0,VT-A050,BHO-GAU,OCT-2025,LEGACY_v1
6E3579,GOI,HYD,07/10/2025 20:30,07/10/2025 20:30,OK,0,VT-C038,GOI-HYD,OCT-2025,LEGACY_v1
6E4462,IXC,GOI,07/10/2025 14:15,07/10/2025 14:15,OK,0,VT-A029,IXC-GOI,OCT-2025,LEGACY_v1
6E2978,GOI,IXC,07/10/2025 17:00,07/10/2025 17:00,OK,0,VT-B021,GOI-IXC,OCT-2025,LEGACY_v1
6E6168,COK,AMD,07/10/2025 21:45,07/10/2025 21:45,OK,0,VT-E034,COK-AMD,OCT-2025,LEGACY_v1
6E2239,IXB,BHO,07/10/2025 15:00,07/10/2025 15:00,OK,0,VT-C043,IXB-BHO,OCT-2025,LEGACY_v1
6E2255,ATQ,JAI,07/10/2025 05:00,07/10/2025 05:00,OK,0,VT-B046,ATQ-JAI,OCT-2025,LEGACY_v1
6E240,MAA,BLR,07/10/2025 22:30,07/10/2025 22:30,OK,0,VT-C003,MAA-BLR,OCT-2025,LEGACY_v1
6E5875,LKO,PNQ,07/10/2025 19:30,07/10/2025 19:30,OK,0,VT-C055,LKO-PNQ,OCT-2025,LEGACY_v1
6E6339,BOM,BHO,07/10/2025 04:00,07/10/2025 04:00,OK,0,VT-B050,BOM-BHO,OCT-2025,LEGACY_v1
6E7216,GAU,JAI,07/10/2025 22:30,07/10/2025 23:37,DLY,67,VT-B035,GAU-JAI,OCT-2025,LEGACY_v1
6E451,HYD,BHO,07/10/2025 08:15,07/10/2025 08:15,OK,0,VT-D034,HYD-BHO,OCT-2025,LEGACY_v1
6E153,VNS,BOM,07/10/2025 06:00,07/10/2025 06:00,OK,0,VT-C027,VNS-BOM,OCT-2025,LEGACY_v1
6E506,VNS,JAI,07/10/2025 20:30,07/10/2025 20:30,OK,0,VT-E051,VNS-JAI,OCT-2025,LEGACY_v1
6E4087,CCU,ATQ,07/10/2025 05:30,N/A,CXL,,VT-E028,CCU-ATQ,OCT-2025,LEGACY_v1
6E9714,GOI,JAI,07/10/2025 02:00,07/10/2025 02:00,OK,0,VT-E050,GOI-JAI,OCT-2025,LEGACY_v1
6E3838,CCU,BHO,07/10/2025 13:15,07/10/2025 13:15,OK,0,VT-E013,CCU-BHO,OCT-2025,LEGACY_v1
6E5103,CCU,IXB,07/10/2025 12:45,N/A,CXL,,VT-B004,CCU-IXB,OCT-2025,LEGACY_v1
6E6413,VNS,IXB,07/10/2025 00:15,07/10/2025 00:15,OK,0,VT-B022,VNS-IXB,OCT-2025,LEGACY_v1
6E5464,GAU,LKO,07/10/2025 13:00,N/A,CXL,,VT-C059,GAU-LKO,OCT-2025,LEGACY_v1
6E1814,AMD,HYD,07/10/2025 08:15,07/10/2025 08:15,OK,0,VT-C051,AMD-HYD,OCT-2025,LEGACY_v1
6E6755,DEL,CCU,07/10/2025 21:15,N/A,DIV,,VT-E002,DEL-CCU,OCT-2025,LEGACY_v1
6E4362,BLR,GAU,07/10/2025 00:45,07/10/2025 00:45,OK,0,VT-A038,BLR-GAU,OCT-2025,LEGACY_v1
6E8069,COK,JAI,07/10/2025 17:00,07/10/2025 17:00,OK,0,VT-A044,COK-JAI,OCT-2025,LEGACY_v1
6E6340,DEL,GAU,07/10/2025 04:30,07/10/2025 06:30,DLY,120,VT-E030,DEL-GAU,OCT-2025,LEGACY_v1
6E5236,JAI,HYD,07/10/2025 10:15,07/10/2025 10:15,OK,0,VT-E028,JAI-HYD,OCT-2025,LEGACY_v1
6E705,AMD,LKO,07/10/2025 14:00,07/10/2025 14:00,OK,0,VT-B015,AMD-LKO,OCT-2025,LEGACY_v1
6E8879,PNQ,LKO,07/10/2025 14:30,07/10/2025 14:30,OK,0,VT-E027,PNQ-LKO,OCT-2025,LEGACY_v1
6E7362,HYD,PAT,07/10/2025 22:45,07/10/2025 22:45,OK,0,VT-E031,HYD-PAT,OCT-2025,LEGACY_v1
6E132,BHO,BOM,07/10/2025 01:30,07/10/2025 01:30,OK,0,VT-A045,BHO-BOM,OCT-2025,LEGACY_v1
6E3515,CCU,COK,07/10/2025 16:45,07/10/2025 18:43,DLY,118,VT-C051,CCU-COK,OCT-2025,LEGACY_v1
6E1162,PAT,BHO,07/10/2025 05:30,07/10/2025 05:30,OK,0,VT-D023,PAT-BHO,OCT-2025,LEGACY_v1
6E3175,MAA,IXC,07/10/2025 18:45,07/10/2025 20:33,DLY,108,VT-E026,MAA-IXC,OCT-2025,LEGACY_v1
6E4785,BLR,PNQ,07/10/2025 20:45,07/10/2025 20:45,OK,0,VT-E028,BLR-PNQ,OCT-2025,LEGACY_v1
6E5955,ATQ,PAT,07/10/2025 15:15,07/10/2025 17:02,DLY,107,VT-A016,ATQ-PAT,OCT-2025,LEGACY_v1
6E839,MAA,AMD,07/10/2025 22:00,07/10/2025 22:00,OK,0,VT-A021,MAA-AMD,OCT-2025,LEGACY_v1
6E9536,GOI,CCU,07/10/2025 11:30,07/10/2025 11:30,OK,0,VT-E018,GOI-CCU,OCT-2025,LEGACY_v1
6E1246,LKO,GOI,07/10/2025 05:00,07/10/2025 05:00,OK,0,VT-E043,LKO-GOI,OCT-2025,LEGACY_v1
6E3683,BLR,LKO,07/10/2025 04:30,07/10/2025 04:30,OK,0,VT-A038,BLR-LKO,OCT-2025,LEGACY_v1
6E9678,VNS,SXR,07/10/2025 22:30,07/10/2025 22:30,OK,0,VT-C017,VNS-SXR,OCT-2025,LEGACY_v1
6E9930,SXR,JAI,07/10/2025 15:15,07/10/2025 15:15,OK,0,VT-A031,SXR-JAI,OCT-2025,LEGACY_v1
6E2252,PNQ,CCU,07/10/2025 14:00,N/A,DIV,,VT-A022,PNQ-CCU,OCT-2025,LEGACY_v1
6E9518,JAI,AMD,07/10/2025 06:30,N/A,CXL,,VT-C024,JAI-AMD,OCT-2025,LEGACY_v1
6E2704,MAA,JAI,07/10/2025 12:45,07/10/2025 13:09,DLY,24,VT-D057,MAA-JAI,OCT-2025,LEGACY_v1
6E1839,BLR,PAT,07/10/2025 02:30,07/10/2025 02:30,OK,0,VT-B059,BLR-PAT,OCT-2025,LEGACY_v1
6E1577,HYD,JAI,07/10/2025 15:15,N/A,CXL,,VT-C045,HYD-JAI,OCT-2025,LEGACY_v1
6E1255,HYD,PAT,07/10/2025 17:45,07/10/2025 17:45,OK,0,VT-E023,HYD-PAT,OCT-2025,LEGACY_v1
6E8121,BOM,GAU,08/10/2025 11:15,08/10/2025 11:15,OK,0,VT-C018,BOM-GAU,OCT-2025,LEGACY_v1
6E7321,VNS,IXC,08/10/2025 02:00,08/10/2025 02:00,OK,0,VT-E027,VNS-IXC,OCT-2025,LEGACY_v1
6E6694,PAT,JAI,08/10/2025 12:00,08/10/2025 12:00,OK,0,VT-A011,PAT-JAI,OCT-2025,LEGACY_v1
6E3609,SXR,IXC,08/10/2025 18:45,08/10/2025 20:04,DLY,79,VT-C020,SXR-IXC,OCT-2025,LEGACY_v1
6E9309,BHO,COK,08/10/2025 04:00,08/10/2025 04:00,OK,0,VT-C029,BHO-COK,OCT-2025,LEGACY_v1
6E7269,VNS,LKO,08/10/2025 16:45,08/10/2025 16:45,OK,0,VT-C022,VNS-LKO,OCT-2025,LEGACY_v1
6E2091,MAA,IXC,08/10/2025 01:00,08/10/2025 01:00,OK,0,VT-C045,MAA-IXC,OCT-2025,LEGACY_v1
6E9736,BOM,BHO,08/10/2025 20:00,08/10/2025 20:00,OK,0,VT-A047,BOM-BHO,OCT-2025,LEGACY_v1
6E7345,PAT,GAU,08/10/2025 21:15,08/10/2025 21:15,OK,0,VT-E015,PAT-GAU,OCT-2025,LEGACY_v1
6E1835,MAA,BHO,08/10/2025 12:00,08/10/2025 12:00,OK,0,VT-D020,MAA-BHO,OCT-2025,LEGACY_v1
6E939,SXR,BLR,08/10/2025 01:15,08/10/2025 01:46,DLY,31,VT-E016,SXR-BLR,OCT-2025,LEGACY_v1
6E8371,VNS,ATQ,08/10/2025 15:15,08/10/2025 16:15,DLY,60,VT-D034,VNS-ATQ,OCT-2025,LEGACY_v1
6E5753,DEL,IXB,08/10/2025 21:00,08/10/2025 21:00,OK,0,VT-B054,DEL-IXB,OCT-2025,LEGACY_v1
6E156,DEL,BOM,08/10/2025 10:00,08/10/2025 10:00,OK,0,VT-E040,DEL-BOM,OCT-2025,LEGACY_v1
6E4332,PNQ,GOI,08/10/2025 14:30,08/10/2025 14:30,OK,0,VT-E024,PNQ-GOI,OCT-2025,LEGACY_v1
6E9052,IXB,GOI,08/10/2025 08:45,08/10/2025 08:45,OK,0,VT-D039,IXB-GOI,OCT-2025,LEGACY_v1
6E9608,CCU,AMD,08/10/2025 05:15,08/10/2025 05:15,OK,0,VT-B014,CCU-AMD,OCT-2025,LEGACY_v1
6E4228,BHO,SXR,08/10/2025 16:45,N/A,DIV,,VT-D026,BHO-SXR,OCT-2025,LEGACY_v1
6E5683,BLR,GOI,08/10/2025 05:30,08/10/2025 05:30,OK,0,VT-D034,BLR-GOI,OCT-2025,LEGACY_v1
6E7841,PAT,IXC,08/10/2025 13:30,08/10/2025 13:30,OK,0,VT-B053,PAT-IXC,OCT-2025,LEGACY_v1
6E2657,GAU,AMD,08/10/2025 00:30,08/10/2025 00:30,OK,0,VT-C022,GAU-AMD,OCT-2025,LEGACY_v1
6E9404,VNS,SXR,08/10/2025 04:00,08/10/2025 04:00,OK,0,VT-E007,VNS-SXR,OCT-2025,LEGACY_v1
6E7752,ATQ,HYD,08/10/2025 13:00,08/10/2025 13:00,OK,0,VT-B023,ATQ-HYD,OCT-2025,LEGACY_v1
6E3610,VNS,IXB,08/10/2025 10:30,08/10/2025 10:30,OK,0,VT-D054,VNS-IXB,OCT-2025,LEGACY_v1
6E4466,HYD,IXB,08/10/2025 03:45,N/A,CXL,,VT-E050,HYD-IXB,OCT-2025,LEGACY_v1
6E493,GAU,BLR,08/10/2025 09:45,08/10/2025 11:20,DLY,95,VT-D005,GAU-BLR,OCT-2025,LEGACY_v1
6E8497,BHO,IXC,08/10/2025 07:00,N/A,CXL,,VT-E037,BHO-IXC,OCT-2025,LEGACY_v1
6E400,BLR,AMD,08/10/2025 17:15,08/10/2025 18:10,DLY,55,VT-C031,BLR-AMD,OCT-2025,LEGACY_v1
6E5406,BHO,CCU,08/10/2025 21:45,08/10/2025 21:45,OK,0,VT-D006,BHO-CCU,OCT-2025,LEGACY_v1
6E8780,AMD,VNS,08/10/2025 12:00,08/10/2025 12:00,OK,0,VT-E060,AMD-VNS,OCT-2025,LEGACY_v1
6E8809,IXC,GAU,08/10/2025 02:15,08/10/2025 02:27,DLY,12,VT-A054,IXC-GAU,OCT-2025,LEGACY_v1
6E4658,BLR,HYD,08/10/2025 12:15,08/10/2025 12:15,OK,0,VT-A004,BLR-HYD,OCT-2025,LEGACY_v1
6E3767,MAA,BOM,08/10/2025 00:30,08/10/2025 00:30,OK,0,VT-D008,MAA-BOM,OCT-2025,LEGACY_v1
6E9019,COK,HYD,08/10/2025 03:15,08/10/2025 03:25,DLY,10,VT-C016,COK-HYD,OCT-2025,LEGACY_v1
6E8029,BHO,AMD,08/10/2025 18:15,08/10/2025 20:45,DLY,150,VT-E050,BHO-AMD,OCT-2025,LEGACY_v1
6E939,AMD,ATQ,08/10/2025 17:15,08/10/2025 20:09,DLY,174,VT-D021,AMD-ATQ,OCT-2025,LEGACY_v1
6E5790,LKO,GAU,08/10/2025 18:15,08/10/2025 18:15,OK,0,VT-E007,LKO-GAU,OCT-2025,LEGACY_v1
6E5271,BOM,JAI,08/10/2025 10:00,08/10/2025 10:00,OK,0,VT-D056,BOM-JAI,OCT-2025,LEGACY_v1
6E7956,COK,SXR,08/10/2025 22:15,08/10/2025 22:15,OK,0,VT-D035,COK-SXR,OCT-2025,LEGACY_v1
6E4066,IXB,PNQ,08/10/2025 21:30,08/10/2025 21:30,OK,0,VT-E001,IXB-PNQ,OCT-2025,LEGACY_v1
6E361,PNQ,IXC,08/10/2025 15:15,08/10/2025 15:15,OK,0,VT-C020,PNQ-IXC,OCT-2025,LEGACY_v1
6E466,JAI,BHO,08/10/2025 06:30,08/10/2025 06:30,OK,0,VT-C050,JAI-BHO,OCT-2025,LEGACY_v1
6E110,HYD,IXC,08/10/2025 00:15,08/10/2025 01:24,DLY,69,VT-D034,HYD-IXC,OCT-2025,LEGACY_v1
6E4901,DEL,ATQ,08/10/2025 15:45,08/10/2025 15:45,OK,0,VT-D033,DEL-ATQ,OCT-2025,LEGACY_v1
6E6861,GOI,IXB,08/10/2025 15:00,08/10/2025 15:00,OK,0,VT-D030,GOI-IXB,OCT-2025,LEGACY_v1
6E8715,PNQ,GAU,08/10/2025 21:00,08/10/2025 21:00,OK,0,VT-A043,PNQ-GAU,OCT-2025,LEGACY_v1
6E2315,HYD,MAA,08/10/2025 13:45,08/10/2025 13:45,OK,0,VT-E050,HYD-MAA,OCT-2025,LEGACY_v1
6E5948,AMD,COK,08/10/2025 22:00,08/10/2025 22:00,OK,0,VT-E010,AMD-COK,OCT-2025,LEGACY_v1
6E4792,CCU,BLR,09/10/2025 00:15,09/10/2025 00:15,OK,0,VT-B022,CCU-BLR,OCT-2025,LEGACY_v1
6E7384,DEL,COK,09/10/2025 11:30,09/10/2025 11:30,OK,0,VT-A015,DEL-COK,OCT-2025,LEGACY_v1
6E8562,LKO,ATQ,09/10/2025 16:00,N/A,DIV,,VT-C037,LKO-ATQ,OCT-2025,LEGACY_v1
6E4288,MAA,BLR,09/10/2025 06:15,09/10/2025 06:15,OK,0,VT-C056,MAA-BLR,OCT-2025,LEGACY_v1
6E7878,PAT,HYD,09/10/2025 15:15,09/10/2025 15:15,OK,0,VT-D009,PAT-HYD,OCT-2025,LEGACY_v1
6E1528,LKO,BOM,09/10/2025 12:15,N/A,DIV,,VT-A011,LKO-BOM,OCT-2025,LEGACY_v1
6E1023,IXC,VNS,09/10/2025 05:15,09/10/2025 05:15,OK,0,VT-C049,IXC-VNS,OCT-2025,LEGACY_v1
6E5773,GAU,LKO,09/10/2025 23:00,09/10/2025 23:00,OK,0,VT-B007,GAU-LKO,OCT-2025,LEGACY_v1
6E5156,BLR,MAA,09/10/2025 12:00,09/10/2025 12:00,OK,0,VT-D022,BLR-MAA,OCT-2025,LEGACY_v1
6E7724,ATQ,PAT,09/10/2025 13:15,09/10/2025 13:15,OK,0,VT-D022,ATQ-PAT,OCT-2025,LEGACY_v1
6E382,MAA,COK,09/10/2025 14:30,09/10/2025 14:30,OK,0,VT-B014,MAA-COK,OCT-2025,LEGACY_v1
6E1330,GAU,BHO,09/10/2025 14:00,09/10/2025 14:00,OK,0,VT-D049,GAU-BHO,OCT-2025,LEGACY_v1
6E3195,JAI,MAA,09/10/2025 22:00,10/10/2025 00:54,DLY,174,VT-C060,JAI-MAA,OCT-2025,LEGACY_v1
6E8058,LKO,PAT,09/10/2025 09:30,09/10/2025 11:34,DLY,124,VT-A025,LKO-PAT,OCT-2025,LEGACY_v1
6E3234,SXR,GOI,09/10/2025 00:45,09/10/2025 00:45,OK,0,VT-C046,SXR-GOI,OCT-2025,LEGACY_v1
6E8874,BOM,BLR,09/10/2025 11:00,N/A,CXL,,VT-C047,BOM-BLR,OCT-2025,LEGACY_v1
6E8767,GOI,CCU,09/10/2025 02:00,N/A,CXL,,VT-D024,GOI-CCU,OCT-2025,LEGACY_v1
