flight_id,flight_number,airline_name,iata_code,from_airport,to_airport,sched_departure,actual_departure,flight_status,delay_min,tail_no,pax_count,is_night,report_date,data_source
200808,AI4531,AI,AI,AMD,BOM,2025-11-07T12:30:00,2025-11-07T12:33:00,ON_TIME,3,VT-B012,123,0,2025-11-07,AIRLINE_API
200809,AI855,AirIndia,AI,LKO,ATQ,2025-11-07T01:15:00,2025-11-07T01:19:00,ON_TIME,4,VT-E019,194,1,2025-11-07,AIRLINE_API
200810,AI3160,AI,AI,GOI,HYD,2025-11-07T23:45:00,2025-11-07T23:50:00,ON_TIME,5,VT-D003,152,1,2025-11-07,AIRLINE_API
200811,AI1415,AirIndia,AI,HYD,VNS,2025-11-07T14:30:00,2025-11-07T14:40:00,ON_TIME,10,VT-D032,196,0,2025-11-07,OAG_FEED
200812,AI1879,AI,AI,ATQ,SXR,2025-11-07T00:15:00,,CANCELLED,,VT-C016,,1,2025-11-07,AIRLINE_API
200813,AI4381,AirIndia,AI,CCU,BHO,2025-11-07T14:00:00,2025-11-07T14:07:00,ON_TIME,7,VT-E060,116,0,2025-11-07,DGCA_PORTAL
200814,AI2836,AI,AI,HYD,JAI,2025-11-07T08:15:00,,ON_TIME,,VT-D008,102,0,2025-11-07,OAG_FEED
200815,AI312,AirIndia,AI,VNS,AMD,2025-11-07T19:45:00,2025-11-07T19:46:00,ON_TIME,1,VT-C006,165,0,2025-11-07,OAG_FEED
200816,AI2275,AirIndia,AI,PAT,MAA,2025-11-07T14:00:00,2025-11-07T14:10:00,ON_TIME,10,VT-D058,162,0,2025-11-07,DGCA_PORTAL
200817,AI1738,AirIndia,AI,IXB,BOM,2025-11-08T00:00:00,2025-11-08T00:08:00,ON_TIME,8,VT-E052,169,1,2025-11-08,AIRLINE_API
200818,AI3955,AirIndia,AI,ATQ,BHO,2025-11-08T23:15:00,2025-11-08T23:19:00,ON_TIME,4,VT-C023,134,1,2025-11-08,AIRLINE_API
200819,AI3847,AirIndia,AI,SXR,VNS,2025-11-08T07:45:00,2025-11-08T07:50:00,ON_TIME,5,VT-E042,195,0,2025-11-08,AIRLINE_API
200820,AI4802,AirIndia,AI,DEL,IXB,2025-11-08T18:30:00,2025-11-08T18:38:00,ON_TIME,8,VT-C035,170,0,2025-11-08,DGCA_PORTAL
200821,AI3420,AI,AI,COK,SXR,2025-11-08T05:45:00,2025-11-08T05:48:00,ON_TIME,3,VT-E049,105,1,2025-11-08,OAG_FEED
200822,AI4447,AI,AI,COK,BLR,2025-11-08T15:00:00,2025-11-08T15:04:00,ON_TIME,4,VT-C036,117,0,2025-11-08,OAG_FEED
200787,AI2470,AirIndia,AI,IXB,HYD,2025-11-08T23:15:00,2025-11-08T23:17:00,ON_TIME,2,VT-D027,210,1,2025-11-08,AIRLINE_API
200824,AI4303,AirIndia,AI,DEL,IXB,2025-11-08T02:45:00,2025-11-08T05:24:00,DELAYED,159,VT-B034,155,1,2025-11-08,OAG_FEED
200825,AI1655,AirIndia,AI,JAI,BOM,2025-11-08T14:15:00,2025-11-08T14:22:00,ON_TIME,7,VT-E058,107,0,2025-11-08,AIRLINE_API
200826,AI1512,AirIndia,AI,IXB,JAI,2025-11-08T03:30:00,2025-11-08T03:31:00,ON_TIME,1,VT-A018,113,1,2025-11-08,OAG_FEED
200827,AI2287,AirIndia,AI,SXR,JAI,2025-11-08T03:00:00,2025-11-08T03:02:00,ON_TIME,2,VT-D002,127,1,2025-11-08,AIRLINE_API
200828,AI694,AirIndia,AI,GOI,PNQ,2025-11-08T17:45:00,2025-11-08T17:52:00,ON_TIME,7,VT-A052,169,0,2025-11-08,DGCA_PORTAL
200829,AI3681,AI,AI,ATQ,PNQ,2025-11-09T03:45:00,,ON_TIME,,VT-A028,173,1,2025-11-09,AIRLINE_API
200830,AI2770,AirIndia,AI,BLR,VNS,2025-11-09T19:00:00,2025-11-09T19:02:00,ON_TIME,2,VT-B028,208,0,2025-11-09,OAG_FEED
200831,AI1348,AirIndia,AI,MAA,VNS,2025-11-09T15:30:00,2025-11-09T15:39:00,ON_TIME,9,VT-B006,200,0,2025-11-09,AIRLINE_API
200832,AI1921,AI,AI,PNQ,BLR,2025-11-09T18:15:00,2025-11-09T18:25:00,ON_TIME,10,VT-C034,199,0,2025-11-09,AIRLINE_API
200833,AI3438,AI,AI,ATQ,VNS,2025-11-09T09:30:00,2025-11-09T10:17:00,DELAYED,47,VT-E035,132,0,2025-11-09,OAG_FEED
200834,AI3435,AirIndia,AI,ATQ,PNQ,2025-11-09T07:00:00,2025-11-09T07:01:00,ON_TIME,1,VT-A053,206,0,2025-11-09,OAG_FEED
200835,AI2245,AirIndia,AI,BOM,GOI,2025-11-09T22:15:00,2025-11-09T22:18:00,ON_TIME,3,VT-B058,185,0,2025-11-09,AIRLINE_API
200836,AI2651,AirIndia,AI,HYD,VNS,2025-11-09T00:45:00,,ON_TIME,,VT-D044,164,1,2025-11-09,OAG_FEED
200837,AI4765,AirIndia,AI,LKO,COK,2025-11-09T06:15:00,2025-11-09T06:17:00,ON_TIME,2,VT-E008,211,0,2025-11-09,DGCA_PORTAL
200838,AI2359,AirIndia,AI,SXR,BOM,2025-11-09T12:30:00,2025-11-09T12:38:00,ON_TIME,8,VT-E051,208,0,2025-11-09,AIRLINE_API
200839,AI939,AirIndia,AI,IXB,AMD,2025-11-09T07:30:00,2025-11-09T07:37:00,ON_TIME,7,VT-B001,195,0,2025-11-09,AIRLINE_API
200840,AI127,AirIndia,AI,JAI,PNQ,2025-11-09T03:00:00,2025-11-09T03:06:00,ON_TIME,6,VT-D023,130,1,2025-11-09,AIRLINE_API
200841,AI3069,AI,AI,JAI,GAU,2025-11-10T23:45:00,2025-11-10T23:55:00,ON_TIME,10,VT-E017,142,1,2025-11-10,AIRLINE_API
200842,AI251,AI,AI,GOI,BHO,2025-11-10T09:15:00,2025-11-10T09:22:00,ON_TIME,7,VT-B011,171,0,2025-11-10,AIRLINE_API
200843,AI4247,AI,AI,BOM,VNS,2025-11-10T06:00:00,2025-11-10T06:08:00,ON_TIME,8,VT-E001,146,0,2025-11-10,OAG_FEED
200844,AI2781,AirIndia,AI,GOI,ATQ,2025-11-10T05:15:00,2025-11-10T05:18:00,ON_TIME,3,VT-D017,133,1,2025-11-10,DGCA_PORTAL
200845,AI4998,AirIndia,AI,BLR,ATQ,2025-11-10T15:00:00,2025-11-10T17:36:00,DELAYED,156,VT-C035,115,0,2025-11-10,DGCA_PORTAL
200846,AI4018,AirIndia,AI,HYD,VNS,2025-11-10T22:15:00,2025-11-10T22:21:00,ON_TIME,6,VT-A046,144,0,2025-11-10,AIRLINE_API
200847,AI3186,AirIndia,AI,IXB,BLR,2025-11-10T01:30:00,2025-11-10T01:37:00,ON_TIME,7,VT-A047,172,1,2025-11-10,AIRLINE_API
200848,AI1452,AirIndia,AI,IXB,PAT,2025-11-10T07:15:00,2025-11-10T07:17:00,ON_TIME,2,VT-C058,133,0,2025-11-10,DGCA_PORTAL
200849,AI3873,AirIndia,AI,JAI,LKO,2025-11-10T21:45:00,2025-11-10T21:46:00,ON_TIME,1,VT-C019,120,0,2025-11-10,OAG_FEED
200850,AI3835,AirIndia,AI,GAU,JAI,2025-11-10T12:30:00,2025-11-10T13:36:00,DELAYED,66,VT-C002,202,0,2025-11-10,OAG_FEED
200851,AI2147,AirIndia,AI,CCU,PAT,2025-11-10T18:00:00,2025-11-10T19:02:00,DELAYED,62,VT-E014,137,0,2025-11-10,DGCA_PORTAL
200852,AI1996,AI,AI,LKO,HYD,2025-11-10T00:15:00,2025-11-10T00:23:00,ON_TIME,8,VT-C030,214,1,2025-11-10,DGCA_PORTAL
200853,AI3605,AI,AI,IXC,PAT,2025-11-11T23:45:00,2025-11-11T23:51:00,ON_TIME,6,VT-B029,125,1,2025-11-11,AIRLINE_API
200854,AI561,AirIndia,AI,BHO,MAA,2025-11-11T02:00:00,2025-11-11T02:04:00,ON_TIME,4,VT-C052,180,1,2025-11-11,DGCA_PORTAL
200855,AI424,AirIndia,AI,IXC,BHO,2025-11-11T12:30:00,2025-11-11T12:38:00,ON_TIME,8,VT-B052,201,0,2025-11-11,DGCA_PORTAL
200856,AI1644,AirIndia,AI,ATQ,IXB,2025-11-11T10:00:00,2025-11-11T10:02:00,ON_TIME,2,VT-A059,116,0,2025-11-11,DGCA_PORTAL
200857,AI3184,AirIndia,AI,BHO,GAU,2025-11-11T21:30:00,2025-11-11T21:36:00,ON_TIME,6,VT-D045,153,0,2025-11-11,DGCA_PORTAL
200858,AI4401,AI,AI,PAT,IXB,2025-11-11T09:15:00,2025-11-11T09:19:00,ON_TIME,4,VT-A045,116,0,2025-11-11,DGCA_PORTAL
200859,AI1882,AirIndia,AI,DEL,SXR,2025-11-11T01:45:00,2025-11-11T01:53:00,ON_TIME,8,VT-D058,131,1,2025-11-11,OAG_FEED
200860,AI2620,AI,AI,PNQ,ATQ,2025-11-11T16:30:00,,ON_TIME,,VT-B003,218,0,2025-11-11,AIRLINE_API
200861,AI1129,AirIndia,AI,GAU,GOI,2025-11-11T02:00:00,2025-11-11T02:03:00,ON_TIME,3,VT-E012,135,1,2025-11-11,AIRLINE_API
200862,AI4534,AI,AI,COK,MAA,2025-11-11T07:30:00,2025-11-11T07:34:00,ON_TIME,4,VT-B033,191,0,2025-11-11,DGCA_PORTAL
200863,AI1569,AirIndia,AI,VNS,ATQ,2025-11-11T13:30:00,,ON_TIME,,VT-D006,106,0,2025-11-11,OAG_FEED
200864,AI1466,AirIndia,AI,HYD,IXB,2025-11-11T15:15:00,2025-11-11T15:20:00,ON_TIME,5,VT-C055,134,0,2025-11-11,AIRLINE_API
200865,AI2101,AirIndia,AI,GOI,SXR,2025-11-12T22:30:00,2025-11-13T00:16:00,DELAYED,106,VT-B053,179,0,2025-11-12,AIRLINE_API
200866,AI144,AI,AI,LKO,BOM,2025-11-12T13:45:00,2025-11-12T13:55:00,ON_TIME,10,VT-B019,176,0,2025-11-12,OAG_FEED
200867,AI3101,AirIndia,AI,GAU,BLR,2025-11-12T16:15:00,2025-11-12T17:22:00,DELAYED,67,VT-D058,139,0,2025-11-12,AIRLINE_API
200868,AI2448,AirIndia,AI,ATQ,LKO,2025-11-12T17:15:00,2025-11-12T17:19:00,ON_TIME,4,VT-D001,135,0,2025-11-12,AIRLINE_API
200869,AI2154,AirIndia,AI,IXC,ATQ,2025-11-12T08:30:00,,ON_TIME,,VT-B029,145,0,2025-11-12,DGCA_PORTAL
200870,AI2632,AI,AI,BOM,CCU,2025-11-12T18:00:00,2025-11-12T19:54:00,DELAYED,114,VT-C051,100,0,2025-11-12,AIRLINE_API
200871,AI458,AirIndia,AI,MAA,CCU,2025-11-12T14:00:00,2025-11-12T14:03:00,ON_TIME,3,VT-E040,131,0,2025-11-12,AIRLINE_API
200872,AI2655,AirIndia,AI,COK,BOM,2025-11-12T07:00:00,2025-11-12T07:03:00,ON_TIME,3,VT-C007,191,0,2025-11-12,OAG_FEED
200873,AI3178,AI,AI,DEL,SXR,2025-11-12T21:30:00,,CANCELLED,,VT-A051,,0,2025-11-12,OAG_FEED
200874,AI3391,AI,AI,BHO,HYD,2025-11-12T09:45:00,2025-11-12T10:45:00,DELAYED,60,VT-A037,162,0,2025-11-12,OAG_FEED
200875,AI1723,AirIndia,AI,GOI,MAA,2025-11-12T11:45:00,2025-11-12T12:24:00,DELAYED,39,VT-C004,120,0,2025-11-12,AIRLINE_API
200876,AI3356,AI,AI,BOM,COK,2025-11-12T15:15:00,2025-11-12T15:24:00,ON_TIME,9,VT-C043,219,0,2025-11-12,AIRLINE_API
200877,AI2426,AI,AI,BOM,IXC,2025-11-13T03:45:00,2025-11-13T03:52:00,ON_TIME,7,VT-C009,216,1,2025-11-13,DGCA_PORTAL
200878,AI2843,AirIndia,AI,SXR,IXC,2025-11-13T00:00:00,2025-11-13T00:09:00,ON_TIME,9,VT-E026,131,1,2025-11-13,DGCA_PORTAL
200879,AI4380,AirIndia,AI,IXC,GOI,2025-11-13T05:00:00,,ON_TIME,,VT-D059,160,1,2025-11-13,DGCA_PORTAL
200880,AI3434,AirIndia,AI,BOM,LKO,2025-11-13T13:15:00,2025-11-13T14:07:00,DELAYED,52,VT-C022,178,0,2025-11-13,DGCA_PORTAL
200881,AI4951,AI,AI,SXR,IXC,2025-11-13T19:15:00,2025-11-13T19:18:00,ON_TIME,3,VT-B027,165,0,2025-11-13,OAG_FEED
200882,AI3544,AirIndia,AI,GAU,JAI,2025-11-13T17:15:00,2025-11-13T17:23:00,ON_TIME,8,VT-C054,189,0,2025-11-13,OAG_FEED
200883,AI3452,AI,AI,PNQ,VNS,2025-11-13T23:15:00,,ON_TIME,,VT-D059,126,1,2025-11-13,DGCA_PORTAL
200884,AI422,AI,AI,BHO,ATQ,2025-11-13T19:00:00,2025-11-13T19:03:00,ON_TIME,3,VT-D040,205,0,2025-11-13,OAG_FEED
200885,AI2578,AirIndia,AI,COK,IXC,2025-11-13T21:30:00,2025-11-13T21:33:00,ON_TIME,3,VT-D034,215,0,2025-11-13,AIRLINE_API
200886,AI1297,AirIndia,AI,VNS,IXC,2025-11-13T23:15:00,2025-11-13T23:20:00,ON_TIME,5,VT-C017,189,1,2025-11-13,OAG_FEED
200887,AI2251,AirIndia,AI,IXC,PNQ,2025-11-13T08:15:00,2025-11-13T08:25:00,ON_TIME,10,VT-E057,178,0,2025-11-13,AIRLINE_API
200888,AI4776,AirIndia,AI,BOM,DEL,2025-11-13T22:15:00,2025-11-13T22:19:00,ON_TIME,4,VT-B025,217,0,2025-11-13,AIRLINE_API
200889,AI3334,AI,AI,CCU,DEL,2025-11-14T10:45:00,2025-11-14T10:54:00,ON_TIME,9,VT-C006,162,0,2025-11-14,DGCA_PORTAL
200890,AI4038,AirIndia,AI,CCU,LKO,2025-11-14T02:30:00,2025-11-14T02:34:00,ON_TIME,4,VT-A042,155,1,2025-11-14,OAG_FEED
200891,AI736,AirIndia,AI,VNS,COK,2025-11-14T11:45:00,,CANCELLED,,VT-B035,,0,2025-11-14,AIRLINE_API
200892,AI531,AirIndia,AI,IXB,MAA,2025-11-14T08:45:00,,ON_TIME,,VT-E040,167,0,2025-11-14,DGCA_PORTAL
200893,AI4515,AirIndia,AI,ATQ,IXC,2025-11-14T02:30:00,2025-11-14T03:49:00,DELAYED,79,VT-D005,107,1,2025-11-14,AIRLINE_API
200894,AI2225,AirIndia,AI,IXB,GOI,2025-11-14T06:15:00,2025-11-14T06:24:00,ON_TIME,9,VT-D019,189,0,2025-11-14,DGCA_PORTAL
200895,AI4556,AI,AI,GAU,GOI,2025-11-14T01:15:00,2025-11-14T01:22:00,ON_TIME,7,VT-E037,162,1,2025-11-14,AIRLINE_API
200896,AI4113,AI,AI,SXR,AMD,2025-11-14T00:45:00,2025-11-14T00:54:00,ON_TIME,9,VT-A003,220,1,2025-11-14,DGCA_PORTAL
200897,AI3578,AirIndia,AI,DEL,BHO,2025-11-14T14:45:00,2025-11-14T14:51:00,ON_TIME,6,VT-D049,143,0,2025-11-14,OAG_FEED
200898,AI1689,AI,AI,BOM,ATQ,2025-11-14T10:00:00,,ON_TIME,,VT-C024,201,0,2025-11-14,OAG_FEED
200899,AI2693,AirIndia,AI,JAI,MAA,2025-11-14T05:30:00,2025-11-14T07:05:00,DELAYED,95,VT-C054,115,1,2025-11-14,AIRLINE_API
200900,AI512,AirIndia,AI,COK,JAI,2025-11-14T09:15:00,,ON_TIME,,VT-B015,168,0,2025-11-14,AIRLINE_API
200901,AI4757,AirIndia,AI,LKO,IXC,2025-11-15T21:15:00,2025-11-15T21:24:00,ON_TIME,9,VT-A047,201,0,2025-11-15,AIRLINE_API
200902,AI2853,AirIndia,AI,GAU,MAA,2025-11-15T06:45:00,2025-11-15T06:47:00,ON_TIME,2,VT-A036,153,0,2025-11-15,AIRLINE_API
200868,AI1392,AirIndia,AI,IXC,AMD,2025-11-15T17:15:00,2025-11-15T17:24:00,ON_TIME,9,VT-C029,101,0,2025-11-15,AIRLINE_API
200904,AI4411,AirIndia,AI,ATQ,DEL,2025-11-15T10:15:00,2025-11-15T10:21:00,ON_TIME,6,VT-A010,134,0,2025-11-15,OAG_FEED
200905,AI1056,AI,AI,IXC,PNQ,2025-11-15T20:30:00,2025-11-15T20:31:00,ON_TIME,1,VT-D011,216,0,2025-11-15,DGCA_PORTAL
200906,AI4036,AI,AI,MAA,PNQ,2025-11-15T19:45:00,2025-11-15T20:36:00,DELAYED,51,VT-A025,126,0,2025-11-15,DGCA_PORTAL
200907,AI3788,AI,AI,CCU,DEL,2025-11-15T17:30:00,2025-11-15T17:40:00,ON_TIME,10,VT-D020,135,0,2025-11-15,DGCA_PORTAL
200908,AI1316,AirIndia,AI,IXC,JAI,2025-11-15T12:30:00,2025-11-15T12:34:00,ON_TIME,4,VT-E047,195,0,2025-11-15,OAG_FEED
200909,AI3220,AirIndia,AI,MAA,BLR,2025-11-15T07:00:00,2025-11-15T07:03:00,ON_TIME,3,VT-A029,217,0,2025-11-15,OAG_FEED
200910,AI3299,AirIndia,AI,DEL,COK,2025-11-15T02:45:00,2025-11-15T02:50:00,ON_TIME,5,VT-D004,148,1,2025-11-15,DGCA_PORTAL
200911,AI4474,AI,AI,BOM,JAI,2025-11-15T17:00:00,2025-11-15T17:07:00,ON_TIME,7,VT-D030,188,0,2025-11-15,OAG_FEED
200912,AI4825,AirIndia,AI,LKO,BLR,2025-11-15T18:30:00,2025-11-15T18:31:00,ON_TIME,1,VT-D023,158,0,2025-11-15,OAG_FEED
200913,AI4798,AI,AI,CCU,GOI,2025-11-16T16:15:00,2025-11-16T16:24:00,ON_TIME,9,VT-B024,128,0,2025-11-16,DGCA_PORTAL
200914,AI1330,AirIndia,AI,VNS,PAT,2025-11-16T23:00:00,,CANCELLED,,VT-D006,,1,2025-11-16,DGCA_PORTAL
200915,AI1519,AirIndia,AI,MAA,BLR,2025-11-16T10:45:00,2025-11-16T10:52:00,ON_TIME,7,VT-C013,127,0,2025-11-16,AIRLINE_API
200916,AI1442,AirIndia,AI,VNS,COK,2025-11-16T00:30:00,2025-11-16T00:36:00,ON_TIME,6,VT-B030,145,1,2025-11-16,AIRLINE_API
200917,AI320,AirIndia,AI,BOM,HYD,2025-11-16T05:45:00,2025-11-16T05:46:00,ON_TIME,1,VT-D023,140,1,2025-11-16,OAG_FEED
200918,AI3248,AirIndia,AI,PNQ,LKO,2025-11-16T10:00:00,2025-11-16T10:06:00,ON_TIME,6,VT-C004,124,0,2025-11-16,OAG_FEED
200919,AI2206,AirIndia,AI,PNQ,SXR,2025-11-16T17:15:00,,ON_TIME,,VT-B023,173,0,2025-11-16,OAG_FEED
200903,AI3472,AI,AI,IXC,GOI,2025-11-16T17:45:00,2025-11-16T18:24:00,DELAYED,39,VT-C058,164,0,2025-11-16,DGCA_PORTAL
200921,AI4590,AirIndia,AI,BLR,GAU,2025-11-16T18:15:00,2025-11-16T18:18:00,ON_TIME,3,VT-B010,158,0,2025-11-16,DGCA_PORTAL
200922,AI3617,AirIndia,AI,HYD,CCU,2025-11-16T11:30:00,,ON_TIME,,VT-A041,151,0,2025-11-16,DGCA_PORTAL
200923,AI3676,AI,AI,COK,ATQ,2025-11-16T16:45:00,2025-11-16T16:54:00,ON_TIME,9,VT-A038,130,0,2025-11-16,DGCA_PORTAL
200924,AI3352,AI,AI,COK,PNQ,2025-11-16T21:45:00,2025-11-16T21:49:00,ON_TIME,4,VT-C003,121,0,2025-11-16,DGCA_PORTAL
200925,AI3322,AirIndia,AI,ATQ,AMD,2025-11-17T10:30:00,2025-11-17T10:38:00,ON_TIME,8,VT-B032,167,0,2025-11-17,DGCA_PORTAL
200926,AI2751,AirIndia,AI,GAU,SXR,2025-11-17T12:00:00,2025-11-17T12:03:00,ON_TIME,3,VT-C057,116,0,2025-11-17,DGCA_PORTAL
200927,AI4613,AI,AI,CCU,JAI,2025-11-17T09:00:00,2025-11-17T09:03:00,ON_TIME,3,VT-D010,161,0,2025-11-17,DGCA_PORTAL
200928,AI4946,AirIndia,AI,BLR,ATQ,2025-11-17T10:00:00,2025-11-17T10:08:00,ON_TIME,8,VT-A041,220,0,2025-11-17,AIRLINE_API
200929,AI4689,AirIndia,AI,GOI,BOM,2025-11-17T05:15:00,2025-11-17T05:18:00,ON_TIME,3,VT-B031,145,1,2025-11-17,OAG_FEED
200930,AI2367,AI,AI,COK,BHO,2025-11-17T10:00:00,2025-11-17T10:05:00,ON_TIME,5,VT-A037,121,0,2025-11-17,OAG_FEED
200931,AI2200,AirIndia,AI,JAI,BLR,2025-11-17T21:00:00,2025-11-17T21:05:00,ON_TIME,5,VT-E035,104,0,2025-11-17,AIRLINE_API
200932,AI1452,AirIndia,AI,COK,JAI,2025-11-17T23:45:00,2025-11-18T01:59:00,DELAYED,134,VT-E043,169,1,2025-11-17,DGCA_PORTAL
200933,AI3216,AirIndia,AI,MAA,PNQ,2025-11-17T17:00:00,2025-11-17T17:04:00,ON_TIME,4,VT-B008,205,0,2025-11-17,AIRLINE_API
200934,AI4048,AirIndia,AI,SXR,VNS,2025-11-17T23:30:00,2025-11-17T23:36:00,ON_TIME,6,VT-C033,173,1,2025-11-17,OAG_FEED
200935,AI3249,AirIndia,AI,SXR,AMD,2025-11-17T09:15:00,2025-11-17T09:16:00,ON_TIME,1,VT-B059,119,0,2025-11-17,DGCA_PORTAL
200936,AI1134,AirIndia,AI,LKO,SXR,2025-11-17T11:15:00,2025-11-17T11:18:00,ON_TIME,3,VT-B002,205,0,2025-11-17,OAG_FEED
200937,AI1149,AI,AI,BOM,AMD,2025-11-18T11:15:00,,ON_TIME,,VT-C020,105,0,2025-11-18,OAG_FEED
200938,AI2958,AirIndia,AI,PNQ,PAT,2025-11-18T10:30:00,2025-11-18T10:39:00,ON_TIME,9,VT-E004,128,0,2025-11-18,AIRLINE_API
200939,AI287,AirIndia,AI,VNS,SXR,2025-11-18T01:45:00,2025-11-18T01:53:00,ON_TIME,8,VT-A004,111,1,2025-11-18,AIRLINE_API
200940,AI4866,AI,AI,IXC,BHO,2025-11-18T17:00:00,2025-11-18T17:06:00,ON_TIME,6,VT-E036,166,0,2025-11-18,DGCA_PORTAL
200941,AI2365,AirIndia,AI,LKO,BHO,2025-11-18T21:00:00,2025-11-18T21:09:00,ON_TIME,9,VT-B017,206,0,2025-11-18,AIRLINE_API
200942,AI1912,AI,AI,IXB,SXR,2025-11-18T06:00:00,2025-11-18T06:04:00,ON_TIME,4,VT-E011,158,0,2025-11-18,AIRLINE_API
200915,AI656,AI,AI,MAA,BOM,2025-11-18T13:15:00,,ON_TIME,,VT-C060,138,0,2025-11-18,AIRLINE_API
200944,AI327,AI,AI,BOM,AMD,2025-11-18T05:00:00,2025-11-18T05:02:00,ON_TIME,2,VT-B041,218,1,2025-11-18,OAG_FEED
200945,AI4180,AI,AI,BLR,PAT,2025-11-18T16:15:00,2025-11-18T16:25:00,ON_TIME,10,VT-E055,112,0,2025-11-18,AIRLINE_API
200946,AI3596,AirIndia,AI,COK,IXC,2025-11-18T00:45:00,2025-11-18T00:51:00,ON_TIME,6,VT-E016,211,1,2025-11-18,OAG_FEED
200947,AI2775,AirIndia,AI,BOM,MAA,2025-11-18T13:30:00,2025-11-18T13:38:00,ON_TIME,8,VT-A025,149,0,2025-11-18,OAG_FEED
200948,AI1991,AirIndia,AI,LKO,PAT,2025-11-18T08:45:00,2025-11-18T08:51:00,ON_TIME,6,VT-E050,177,0,2025-11-18,OAG_FEED
200949,AI1209,AI,AI,JAI,PAT,2025-11-19T21:45:00,2025-11-19T21:47:00,ON_TIME,2,VT-E001,179,0,2025-11-19,DGCA_PORTAL
200950,AI4863,AI,AI,GOI,BOM,2025-11-19T18:15:00,2025-11-19T18:24:00,ON_TIME,9,VT-E035,213,0,2025-11-19,DGCA_PORTAL
200951,AI795,AirIndia,AI,ATQ,GOI,2025-11-19T03:30:00,,ON_TIME,,VT-C031,165,1,2025-11-19,AIRLINE_API
200952,AI2531,AirIndia,AI,PAT,BLR,2025-11-19T20:15:00,2025-11-19T20:17:00,ON_TIME,2,VT-C012,213,0,2025-11-19,DGCA_PORTAL
200953,AI2675,AirIndia,AI,MAA,AMD,2025-11-19T09:15:00,2025-11-19T09:16:00,ON_TIME,1,VT-C007,179,0,2025-11-19,DGCA_PORTAL
200954,AI172,AI,AI,CCU,BOM,2025-11-19T19:30:00,2025-11-19T19:32:00,ON_TIME,2,VT-D021,156,0,2025-11-19,DGCA_PORTAL
200955,AI4327,AirIndia,AI,GOI,BHO,2025-11-19T14:45:00,2025-11-19T14:55:00,ON_TIME,10,VT-B043,137,0,2025-11-19,DGCA_PORTAL
200956,AI215,AirIndia,AI,COK,CCU,2025-11-19T17:30:00,,CANCELLED,,VT-C054,,0,2025-11-19,AIRLINE_API
200957,AI691,AirIndia,AI,PAT,IXB,2025-11-19T17:00:00,,ON_TIME,,VT-E004,165,0,2025-11-19,DGCA_PORTAL
200958,AI2700,AI,AI,COK,MAA,2025-11-19T19:45:00,2025-11-19T21:50:00,DELAYED,125,VT-B029,144,0,2025-11-19,DGCA_PORTAL
200959,AI3030,AirIndia,AI,BHO,COK,2025-11-19T14:15:00,2025-11-19T14:16:00,ON_TIME,1,VT-C002,184,0,2025-11-19,AIRLINE_API
200960,AI359,AirIndia,AI,GAU,DEL,2025-11-19T13:00:00,2025-11-19T13:02:00,ON_TIME,2,VT-C030,176,0,2025-11-19,AIRLINE_API
200961,AI1942,AirIndia,AI,BHO,ATQ,2025-11-20T23:45:00,2025-11-20T23:55:00,ON_TIME,10,VT-A047,216,1,2025-11-20,AIRLINE_API
200962,AI3011,AirIndia,AI,ATQ,BOM,2025-11-20T15:30:00,2025-11-20T15:38:00,ON_TIME,8,VT-D033,167,0,2025-11-20,OAG_FEED
200963,AI1786,AirIndia,AI,LKO,IXC,2025-11-20T20:45:00,2025-11-20T20:49:00,ON_TIME,4,VT-A059,137,0,2025-11-20,DGCA_PORTAL
200964,AI658,AirIndia,AI,COK,PAT,2025-11-20T18:30:00,2025-11-20T18:33:00,ON_TIME,3,VT-B041,199,0,2025-11-20,DGCA_PORTAL
200965,AI1706,AI,AI,BHO,GAU,2025-11-20T16:00:00,2025-11-20T16:08:00,ON_TIME,8,VT-D008,170,0,2025-11-20,OAG_FEED
200966,AI1174,AI,AI,CCU,BLR,2025-11-20T14:15:00,2025-11-20T16:08:00,DELAYED,113,VT-B027,212,0,2025-11-20,AIRLINE_API
200967,AI595,AI,AI,BLR,AMD,2025-11-20T21:45:00,,ON_TIME,,VT-A012,104,0,2025-11-20,DGCA_PORTAL
200968,AI4271,AirIndia,AI,PNQ,BOM,2025-11-20T21:00:00,2025-11-20T21:08:00,ON_TIME,8,VT-C036,191,0,2025-11-20,AIRLINE_API
200969,AI2210,AirIndia,AI,BOM,JAI,2025-11-20T19:15:00,2025-11-20T19:20:00,ON_TIME,5,VT-E028,219,0,2025-11-20,OAG_FEED
200970,AI2791,AirIndia,AI,VNS,COK,2025-11-20T07:15:00,2025-11-20T07:24:00,ON_TIME,9,VT-C037,147,0,2025-11-20,OAG_FEED
200971,AI3854,AI,AI,GOI,ATQ,2025-11-20T23:15:00,2025-11-20T23:18:00,ON_TIME,3,VT-E035,106,1,2025-11-20,DGCA_PORTAL
200972,AI1460,AirIndia,AI,BHO,COK,2025-11-20T06:15:00,2025-11-20T08:24:00,DELAYED,129,VT-E029,202,0,2025-11-20,DGCA_PORTAL
200950,AI2562,AirIndia,AI,GOI,IXB,2025-11-21T04:30:00,2025-11-21T04:37:00,ON_TIME,7,VT-B009,174,1,2025-11-21,OAG_FEED
